id,y_2010,y_2015,y_2016
370630001011,546,517,669
370630001012,294,235,236
370630001021,646,963,974
370630001022,879,783,849
370630002001,293,326,334
370630002002,255,350,389
370630002003,600,542,677
370630003011,270,279,296
370630003012,186,142,203
370630003013,439,539,562
370630003021,605,614,640
370630003022,562,591,702
370630003023,891,854,895
370630004011,629,784,692
370630004012,789,983,1027
370630004013,555,834,912
370630004021,1362,1461,1541
370630005001,559,453,542
370630005002,297,405,333
370630005003,100,205,188
370630005004,68,114,163
370630006001,1015,1247,1182
370630006002,767,988,915
370630006003,440,482,562
370630007001,372,545,601
370630007002,748,674,773
370630007003,515,579,614
370630009001,36,49,55
370630009002,26,32,39
370630010011,82,144,137
370630010012,113,64,73
370630010013,96,160,195
370630010021,133,198,69
370630010022,77,53,27
370630010023,76,4,3
370630010024,87,166,167
370630011001,138,193,297
370630011002,86,89,71
370630013011,26,43,58
370630013031,65,199,223
370630013032,1,23,41
370630013041,38,55,93
370630014001,5,0,0
370630014002,27,2,33
370630015011,1527,1342,1307
370630015021,233,386,459
370630015022,651,529,549
370630015023,433,327,329
370630015024,33,19,103
370630015031,1044,665,655
370630016011,814,923,899
370630016012,1643,1515,1491
370630016013,1153,847,901
370630016031,458,425,600
370630016032,1537,1497,1522
370630016033,954,929,955
370630016034,1556,1217,1340
370630016041,1565,1709,1577
370630016042,2363,2543,2326
370630016043,1067,1320,1303
370630017051,874,808,732
370630017052,1076,1256,1376
370630017053,589,610,645
370630017061,1427,1327,1579
370630017062,1016,961,911
370630017071,861,725,826
370630017072,1272,1379,1251
370630017073,533,316,424
370630017074,1424,1633,1647
370630017075,1271,1359,1355
370630017081,416,308,455
370630017091,35,108,1
370630017092,5,0,0
370630017093,718,673,829
370630017101,940,726,949
370630017102,311,336,311
370630017111,380,403,409
370630017112,239,371,270
370630017113,403,466,473
370630018011,507,1171,728
370630018012,199,149,122
370630018013,508,442,567
370630018014,421,308,398
370630018015,491,308,211
370630018021,237,143,141
370630018022,120,64,97
370630018023,195,200,100
370630018024,143,297,317
370630018061,1438,1520,1539
370630018062,921,815,817
370630018071,873,1010,793
370630018072,921,750,807
370630018073,363,586,503
370630018081,891,972,1118
370630018082,1481,2338,2535
370630018091,961,844,1022
370630018092,1384,1390,1563
370630019001,608,556,534
370630019002,1627,1909,1928
370630020071,1153,1647,1416
370630020072,1325,995,1193
370630020073,299,281,345
370630020081,882,731,807
370630020082,1603,1865,1823
370630020091,34,16,2
370630020092,16,29,30
370630020093,35,0,7
370630020131,774,708,597
370630020132,511,500,570
370630020133,1227,1511,1434
370630020151,634,729,894
370630020152,685,933,968
370630020153,537,590,563
370630020161,615,419,572
370630020162,682,833,864
370630020171,1879,1876,1894
370630020172,1067,1125,1091
370630020173,2146,2431,2645
370630020181,1933,2105,2024
370630020182,1595,1622,1487
370630020183,1768,1922,2085
370630020191,852,999,1046
370630020192,1151,1230,1334
370630020193,1274,1338,1420
370630020201,1361,1771,1349
370630020202,2181,2694,3024
370630020211,1684,1869,1706
370630020212,418,537,519
370630020221,748,724,826
370630020222,1297,1628,1678
370630020231,748,640,782
370630020232,938,1430,1240
370630020241,2241,2454,2487
370630020242,781,618,673
370630020243,882,875,818
370630020251,684,696,805
370630020252,736,907,917
370630020253,554,798,865
370630020261,254,369,337
370630020262,426,302,421
370630020271,553,660,513
370630020272,1561,1743,1490
370630020273,366,435,297
370630020281,984,1152,1312
370630020282,481,737,590
370630020283,1057,1133,1260
370630021001,1837,1716,1714
370630021002,1720,2576,2647
370630021003,1546,1617,1472
370630022001,998,1150,1184
370630023001,80,129,133
370630023002,0,5,12
370639801001,0,0,0
