id,y_2014,y_2018
370630001011,590,593
370630001012,737,737
370630001021,1120,1122
370630001022,831,843
370630002001,461,466
370630002002,641,648
370630002003,426,437
370630003011,529,563
370630003012,321,332
370630003013,329,353
370630003021,383,385
370630003022,497,497
370630003023,888,907
370630004011,461,463
370630004012,424,436
370630004013,342,354
370630004021,1558,2215
370630005001,900,904
370630005002,367,374
370630005003,700,707
370630005004,467,468
370630006001,1404,1434
370630006002,952,945
370630006003,218,218
370630007001,767,1110
370630007002,561,560
370630007003,509,513
370630009001,383,433
370630009002,463,468
370630010011,403,392
370630010012,550,570
370630010013,555,603
370630010021,1083,1087
370630010022,331,328
370630010023,370,372
370630010024,516,521
370630011001,867,893
370630011002,570,604
370630013011,674,704
370630013031,514,514
370630013032,288,304
370630013041,1092,1100
370630014001,448,443
370630014002,767,760
370630015011,137,137
370630015021,1517,1507
370630015022,694,844
370630015023,1250,1667
370630015024,632,240
370630015031,0,0
370630016011,572,624
370630016012,1181,1186
370630016013,819,832
370630016031,280,283
370630016032,1141,1178
370630016033,540,551
370630016034,698,709
370630016041,862,863
370630016042,1125,1134
370630016043,695,706
370630017051,704,705
370630017052,1082,1137
370630017053,695,693
370630017061,1455,1553
370630017062,1045,1213
370630017071,469,470
370630017072,719,731
370630017073,264,264
370630017074,809,825
370630017075,1090,1201
370630017081,1709,1705
370630017091,384,368
370630017092,355,357
370630017093,2475,2766
370630017101,1152,1163
370630017102,722,722
370630017111,646,784
370630017112,768,768
370630017113,742,1386
370630018011,776,807
370630018012,278,280
370630018013,1045,1082
370630018014,459,575
370630018015,292,327
370630018021,829,813
370630018022,670,670
370630018023,803,798
370630018024,346,352
370630018061,722,759
370630018062,1605,1744
370630018071,1146,1385
370630018072,1302,1303
370630018073,1069,1063
370630018081,838,844
370630018082,2277,3375
370630018091,1620,1983
370630018092,1189,1203
370630019001,404,1443
370630019002,1037,1090
370630020071,837,847
370630020072,1154,1159
370630020073,376,377
370630020081,386,391
370630020082,839,858
370630020091,799,795
370630020092,451,462
370630020093,713,713
370630020131,665,711
370630020132,402,402
370630020133,803,803
370630020151,991,993
370630020152,1138,1141
370630020153,528,547
370630020161,1855,1855
370630020162,966,979
370630020171,981,1016
370630020172,680,716
370630020173,1921,1923
370630020181,1622,1422
370630020182,2005,2002
370630020183,1088,1898
370630020191,890,891
370630020192,1050,1111
370630020193,824,823
370630020201,761,818
370630020202,1663,2014
370630020211,1775,1749
370630020212,573,565
370630020221,1133,1133
370630020222,1125,1223
370630020231,608,608
370630020232,878,878
370630020241,1665,1843
370630020242,669,669
370630020243,756,756
370630020251,915,988
370630020252,1046,1048
370630020253,599,601
370630020261,1033,1035
370630020262,1836,1848
370630020271,673,1016
370630020272,2549,2678
370630020273,1054,1670
370630020281,1052,1412
370630020282,941,946
370630020283,2118,4551
370630021001,954,1017
370630021002,837,943
370630021003,767,884
370630022001,801,1782
370630023001,331,758
370630023002,221,627
370639801001,0,0
