"id","y_2010","y_2015","y_2016"
"370630001011","",15.5160944945749,12.4956362315518
"370630001012","",13.0216559359882,14.2893341557988
"370630001021","",10.9806672314582,9.53417417152251
"370630001022","",13.8531919769168,11.1076532519917
"370630002001","",10.496157572376,7.16997264006249
"370630002002","",13.5425646747149,10.1802351797936
"370630002003","",17.6133145175097,13.0109590104931
"370630003011","",12.3289715942056,12.0191190063943
"370630003012","",23.4990104552652,13.2254037854261
"370630003013","",7.31953976496635,9.5571793636282
"370630003021","",6.20478004383928,10.0755113270045
"370630003022","",13.2030053655453,10.2239534985973
"370630003023","",8.23892911400844,4.32787824888713
"370630004011","",1.47014807236277,1.50945444408226
"370630004012","",1.23026745756478,1.17211695106387
"370630004013","",4.91244573397081,3.63760353526609
"370630004021","",2.68799912009218,2.01327381348243
"370630005001","",11.3129965863042,13.6098347772726
"370630005002","",13.7056653477695,11.2330155142897
"370630005003","",21.3263086392106,21.4424483212751
"370630005004","",3.12475229174959,13.695308557508
"370630006001","",15.8551346038647,17.6448271763673
"370630006002","",11.1892488298801,13.6988143672548
"370630006003","",5.54319662692987,5.18540395806853
"370630007001","",8.0957113623778,10.6620142330427
"370630007002","",12.8549550375347,22.6059051401199
"370630007003","",9.0008278804038,8.14306414148833
"370630009001","",20.7852208194868,17.2797971117593
"370630009002","",6.76781830804411,9.65760725614907
"370630010011","",14.0966218684263,23.395104848038
"370630010012","",9.8316587829931,12.5615738496913
"370630010013","",27.6132106218121,23.1434858561383
"370630010021","",10.5628297091067,11.2596030492038
"370630010022","",20.7070296892903,28.5223617434618
"370630010023","",30.4998675675903,41.216157406975
"370630010024","",14.5355437524656,12.5117962511854
"370630011001","",9.26099201240294,8.91353087239355
"370630011002","",9.10734225370913,12.0483523372891
"370630013011","",8.43322959244468,4.63211555300394
"370630013031","",7.37470448674056,8.83191236011156
"370630013032","",10.4746383927441,15.885878372858
"370630013041","",14.8157538364225,13.3574285852047
"370630014001","",11.1307807473121,3.27629336813891
"370630014002","",10.6301869345889,12.5421391631781
"370630015011","",3.62757684952125,1.61005209882701
"370630015021","",9.37919302706867,8.5207632474545
"370630015022","",1.18694362017804,1.26715945089757
"370630015023","",9.90755951958471,11.4375027326986
"370630015024","",12.7969332300116,8.63953419710172
"370630015031","",4.94207547207955,3.99290068016049
"370630016011","",12.2103981791897,13.7208437900068
