id,y_2015,y_2017
37063000101,18,15
37063000102,29,22
37063000200,17,15
37063000301,15,12
37063000302,14,13
37063000401,12,9
37063000402,9,9
37063000500,22,14
37063000600,31,34
37063000700,27,29
37063000900,19,18
37063001001,27,24
37063001002,43,43
37063001100,31,30
37063001301,16,14
37063001303,34,29
37063001304,18,17
37063001400,20,25
37063001501,0,0
37063001502,33,23
37063001503,,
37063001601,75,73
37063001603,59,64
37063001604,74,71
37063001705,48,46
37063001706,25,21
37063001707,87,82
37063001708,30,32
37063001709,50,52
37063001710,30,25
37063001711,29,33
37063001801,75,67
37063001802,43,37
37063001806,47,48
37063001807,47,55
37063001808,43,46
37063001809,37,42
37063001900,45,49
37063002007,35,36
37063002008,23,24
37063002009,54,48
37063002013,47,50
37063002015,33,28
37063002016,8,8
37063002017,58,58
37063002018,32,26
37063002019,8,12
37063002020,30,26
37063002021,17,16
37063002022,25,20
37063002023,6,6
37063002024,25,24
37063002025,22,28
37063002026,46,38
37063002027,40,38
37063002028,24,26
37063002100,65,59
37063002200,10,11
37063002300,10,8
37063980100,0,0
