id,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
37063000101,551,570,596,502,489,516,501,513,547,589,615,695
37063000102,700,708,595,608,650,595,575,558,575,445,393,410
37063000200,537,485,492,523,489,441,424,432,326,234,274,275
37063000301,450,469,402,508,437,379,376,402,371,386,457,463
37063000302,363,349,351,327,233,235,233,188,113,128,70,52
37063000401,118,58,32,13,10,31,29,47,74,67,79,65
37063000402,124,123,109,123,98,75,68,79,79,57,86,116
37063000500,808,872,863,804,770,768,738,789,757,802,806,760
37063000600,499,450,624,562,597,671,744,652,560,559,668,686
37063000700,472,533,531,568,670,648,622,599,601,431,418,562
37063000900,450,424,460,461,461,515,507,438,371,372,352,380
37063001001,827,971,993,897,1031,908,815,881,890,781,676,731
37063001002,1090,1010,1143,1173,1245,1219,1182,1201,1197,1223,994,890
37063001100,720,740,803,822,847,894,953,913,896,919,860,773
37063001301,399,404,389,367,412,443,461,450,501,457,526,557
37063001303,544,571,564,561,616,629,613,695,682,630,620,656
37063001304,889,918,951,951,959,984,1042,1022,989,978,915,940
37063001400,1218,1140,1122,1097,1029,939,835,804,815,700,875,799
37063001501,0,0,0,0,0,0,0,0,0,0,0,0
37063001502,810,913,950,935,1053,1021,997,991,1011,960,1165,1315
37063001503,0,0,0,0,0,0,0,0,0,0,0,0
37063001601,563,641,690,704,710,604,584,550,584,659,592,628
37063001603,197,311,347,447,549,600,475,508,574,537,379,418
37063001604,381,362,367,346,306,281,313,366,385,376,675,619
37063001705,375,299,400,514,626,613,659,635,576,274,372,464
37063001706,631,571,624,696,817,617,731,660,666,589,566,495
37063001707,152,133,146,91,104,131,149,130,206,190,128,220
37063001708,1086,1123,1220,1338,1379,1314,1293,1238,1174,1176,1351,1339
37063001709,1593,1666,1781,1782,1745,1847,1933,1939,1972,2235,2040,1982
37063001710,777,823,786,778,804,769,748,757,822,814,833,929
37063001711,930,945,923,872,944,1028,1099,1127,1166,1191,1157,1161
37063001801,1155,1202,1247,1275,1225,1204,1323,1316,1188,1322,1550,1562
37063001802,1635,1700,1468,1441,1419,1414,1476,1620,1645,1659,1408,1366
37063001806,957,900,1038,959,1039,1023,1077,1085,1129,1097,1161,942
37063001807,1873,1874,1931,1870,1839,1872,1835,1792,1971,1993,1794,1884
37063001808,490,507,549,661,644,741,964,1265,1327,1531,1781,1854
37063001809,1124,918,814,931,868,934,1161,1296,1388,1344,1192,1051
37063001900,142,139,137,132,61,162,183,208,230,313,277,293
37063002007,652,647,649,669,595,554,596,753,672,717,822,915
37063002008,40,51,34,30,43,103,92,57,70,63,73,112
37063002009,1764,1541,1675,1516,1590,1642,1599,1510,1572,1622,1655,1778
37063002013,421,500,492,369,431,408,461,457,493,493,501,524
37063002015,681,750,685,695,682,691,738,730,624,843,786,781
37063002016,772,734,992,1034,1132,1022,1081,946,769,744,708,643
37063002017,129,157,168,278,267,341,334,286,248,254,349,469
37063002018,504,509,519,674,660,619,617,685,686,947,921,959
37063002019,226,221,318,204,190,251,288,283,386,373,380,324
37063002020,451,457,486,482,439,437,483,467,578,608,715,720
37063002021,600,590,618,524,487,472,554,482,484,766,529,471
37063002022,683,842,880,770,681,757,792,877,922,972,880,825
37063002023,318,330,319,348,353,338,305,221,263,262,283,293
37063002024,480,543,565,570,491,522,515,534,624,587,524,447
37063002025,1277,1314,1405,1302,1111,1201,1225,1141,1237,1220,1221,1214
37063002026,1675,1662,1653,1776,1929,2062,2076,2073,2081,1931,1976,1962
37063002027,1345,1380,1214,1421,1551,1573,1934,2130,2050,2013,2243,2027
37063002028,637,714,689,842,1125,1066,1096,1279,1709,1891,1832,2201
37063002100,236,267,290,315,279,314,309,313,315,394,347,306
37063002200,217,165,138,158,184,213,241,277,262,250,197,175
37063002300,249,232,286,261,226,253,254,208,257,278,384,429
37063980100,0,0,0,0,0,0,0,0,0,0,0,0
