id,y_2016
37063000101,20.6
37063000102,32.7
37063000200,32.1
37063000301,23.8
37063000302,17.3
37063000401,7.1
37063000402,2.5
37063000500,23.4
37063000600,23.2
37063000700,11.2
37063000900,33.3
37063001001,29.2
37063001002,38.2
37063001100,28.1
37063001301,30.2
37063001303,9.8
37063001304,19.2
37063001400,18.5
37063001501,4.9
37063001502,22.6
37063001503,3.3
37063001601,8.3
37063001603,4.5
37063001604,3.6
37063001705,11.2
37063001706,17
37063001707,5.5
37063001708,11.3
37063001709,13.5
37063001710,16.8
37063001711,26.3
37063001801,18.5
37063001802,28.3
37063001806,8.1
37063001807,15.9
37063001808,7.4
37063001809,8.3
37063001900,5.7
37063002007,9.8
37063002008,0.3
37063002009,21.1
37063002013,9.6
37063002015,24.5
37063002016,30.8
37063002017,4.3
37063002018,7.8
37063002019,6
37063002020,4.5
37063002021,6.2
37063002022,4.2
37063002023,4.2
37063002024,3.4
37063002025,6
37063002026,14.2
37063002027,14.3
37063002028,6.9
37063002100,8.3
37063002200,12.1
37063002300,28.8
37063980100,-
