id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
37063000101,126,114,209,57,57,71,126,178,282,163,285,131,99
37063000102,37,77,36,37,35,60,66,79,66,60,86,116,85
37063000200,148,88,108,199,140,55,62,57,83,43,158,54,35
37063000301,41,31,24,35,60,59,63,61,64,94,92,92,122
37063000302,100,65,85,59,47,46,61,33,90,100,74,102,90
37063000401,124,92,107,87,85,155,172,192,468,265,268,351,293
37063000402,120,182,137,121,138,117,156,106,100,135,123,96,112
37063000500,37,25,56,59,59,56,56,59,56,84,79,,
37063000600,107,172,153,220,196,101,67,71,90,106,174,190,152
37063000700,178,194,140,187,97,79,93,79,158,150,221,194,161
37063000900,23,23,42,94,161,108,115,110,158,149,246,111,217
37063001001,84,81,118,93,80,98,148,172,146,156,253,270,233
37063001002,162,129,74,57,83,43,63,43,89,102,138,198,199
37063001100,80,102,51,104,76,52,59,39,59,79,86,86,99
37063001301,102,110,71,55,52,56,57,81,72,129,118,117,147
37063001303,142,117,123,124,89,126,147,140,90,56,56,83,85
37063001304,28,57,54,64,65,126,60,52,64,66,105,150,304
37063001400,154,171,229,102,156,141,140,90,271,212,257,298,155
37063001501,1526,1014,45,89,178,168,106,120,482,,,,
37063001502,19,22,33,27,28,41,38,51,100,125,117,167,163
37063001503,,,,,,,,,,,,,
37063001601,105,147,151,275,160,162,146,446,196,234,230,125,194
37063001603,247,131,355,703,479,831,421,167,704,49,125,130,174
37063001604,326,554,335,279,211,230,364,570,744,220,240,605,193
37063001705,39,50,43,87,75,67,67,64,81,95,80,136,166
37063001706,106,68,62,72,37,33,67,75,32,52,89,86,194
37063001707,92,192,162,128,85,93,99,98,128,220,500,241,2711
37063001708,89,103,44,79,106,99,166,164,400,380,749,318,591
37063001709,52,56,50,43,43,52,61,74,99,87,64,62,86
37063001710,85,96,56,56,54,44,55,49,51,41,43,93,146
37063001711,22,37,24,28,28,25,28,32,24,35,72,59,104
37063001801,186,120,120,147,129,89,162,144,289,177,123,300,194
37063001802,198,178,118,106,55,83,107,93,140,73,176,78,402
37063001806,408,464,474,568,370,252,122,65,82,76,382,822,863
37063001807,166,194,105,193,214,213,217,582,233,846,805,867,1256
37063001808,120,120,363,215,149,200,369,164,187,167,221,178,200
37063001809,95,98,120,83,99,102,85,84,93,97,52,,
37063001900,484,333,178,98,196,116,358,440,403,354,381,365,344
37063002007,74,61,76,122,114,72,110,76,60,75,102,59,94
37063002008,312,160,173,192,231,169,64,,,515,,943,764
37063002009,83,117,109,118,90,128,122,98,295,239,347,303,195
37063002013,329,311,156,83,86,84,122,173,261,213,153,423,274
37063002015,45,36,43,57,46,28,32,57,45,59,62,87,131
37063002016,20,31,36,45,26,33,33,47,50,96,88,74,89
37063002017,83,85,146,109,150,131,161,116,98,790,818,765,830
37063002018,46,126,92,108,93,116,112,145,136,473,234,338,283
37063002019,49,80,94,85,85,72,67,73,87,62,73,39,84
37063002020,306,898,992,1480,1110,,1461,872,993,934,317,615,218
37063002021,123,112,95,114,137,81,77,102,109,103,71,89,129
37063002022,49,47,78,66,70,73,62,54,44,51,37,108,71
37063002023,113,58,58,49,54,53,64,39,37,37,69,78,76
37063002024,96,128,204,159,180,147,157,158,164,118,133,175,220
37063002025,58,59,97,203,132,154,132,84,92,109,116,88,172
37063002026,49,80,73,52,39,50,51,54,68,49,36,96,82
37063002027,67,64,45,45,45,28,31,49,49,116,103,,
37063002028,32,41,56,59,65,50,65,53,58,161,203,,
37063002100,161,175,184,141,238,496,,404,808,809,828,1138,
37063002200,92,112,95,113,67,93,76,67,91,121,112,87,101
37063002300,92,164,48,72,71,204,98,154,210,244,129,140,138
37063980100,,,,,,,,,,,,,
