id,y_2015,y_2017
37063000101,1152,1201
37063000102,1496,1504
37063000200,1117,1132
37063000301,966,890
37063000302,1360,1270
37063000401,1052,1052
37063000402,831,1057
37063000500,1310,1213
37063000600,2031,2053
37063000700,1172,1243
37063000900,667,673
37063001001,1328,1409
37063001002,2151,2049
37063001100,1305,1381
37063001301,504,514
37063001303,786,781
37063001304,1071,1077
37063001400,966,930
37063001501,82,66
37063001502,2294,2541
37063001503,,
37063001601,2091,2256
37063001603,2312,2537
37063001604,2346,2486
37063001705,1887,1978
37063001706,1811,1865
37063001707,2626,2845
37063001708,1581,1715
37063001709,2299,2446
37063001710,1588,1603
37063001711,1599,1643
37063001801,2603,2899
37063001802,2515,2563
37063001806,1953,2106
37063001807,3125,3332
37063001808,2351,3012
37063001809,1855,1985
37063001900,1128,1481
37063002007,1865,1948
37063002008,1022,1085
37063002009,1843,1930
37063002013,1431,1491
37063002015,1864,1931
37063002016,1665,1742
37063002017,2707,2843
37063002018,2547,2602
37063002019,1003,1009
37063002020,1879,2202
37063002021,1487,1478
37063002022,1665,1593
37063002023,962,961
37063002024,2315,2458
37063002025,2062,2115
37063002026,2060,2111
37063002027,2634,2882
37063002028,2132,2499
37063002100,2126,2346
37063002200,634,732
37063002300,418,476
37063980100,12,16
