id,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022
37063000101,491,456,475,494,452,452,536,548,567,598,691,623,663
37063000102,808,819,814,838,843,879,903,855,804,855,779,805,751
37063000200,586,596,530,600,604,640,685,665,695,744,571,497,512
37063000301,520,482,490,464,457,500,600,600,613,559,639,695,741
37063000302,966,958,973,1044,1070,1117,1194,1206,1223,1157,1093,1031,1114
37063000401,989,1089,1122,1189,1219,1250,1229,1119,1065,1041,989,1002,1075
37063000402,791,753,760,688,722,784,865,907,1050,1172,1185,1170,1123
37063000500,345,286,304,304,367,480,534,538,539,538,587,594,646
37063000600,1123,999,1023,1035,1087,1151,1211,1235,1309,1282,1458,1446,1528
37063000700,741,736,831,812,878,929,993,1060,1097,1242,1239,1169,1282
37063000900,0,44,39,47,47,42,62,105,112,105,144,148,161
37063001001,91,82,77,129,108,161,202,218,228,241,220,200,331
37063001002,222,209,215,161,124,128,94,154,186,215,302,345,361
37063001100,131,139,134,139,114,94,105,155,154,216,195,234,161
37063001301,16,14,16,19,20,33,39,36,23,28,156,155,152
37063001303,0,0,14,14,15,20,37,4,25,45,58,66,101
37063001304,23,18,40,31,37,36,44,13,19,31,16,36,114
37063001400,8,9,8,8,8,0,8,7,7,10,251,262,259
37063001501,35,16,14,4,14,22,24,23,23,11,3,3,4
37063001502,520,561,679,707,670,770,877,911,892,846,829,802,770
37063001503,53,26,0,0,0,0,0,0,0,0,0,0,0
37063001601,1370,1424,1344,1394,1426,1518,1494,1552,1566,1518,1399,1285,1319
37063001603,1862,1827,1820,1788,1702,1741,1921,1938,1928,2070,2579,2447,2456
37063001604,2039,2050,2041,2040,2086,2274,2151,2088,2082,2123,2053,1979,1914
37063001705,1484,1525,1563,1505,1432,1529,1499,1511,1455,1619,1488,1464,1386
37063001706,1118,1126,1069,1073,1046,1230,1313,1410,1515,1491,1323,1416,1310
37063001707,2578,2599,2596,2639,2470,2525,2597,2690,2580,2632,3202,3080,2966
37063001708,244,199,220,217,171,199,261,327,340,392,360,404,388
37063001709,434,367,397,327,411,415,502,461,465,406,326,333,238
37063001710,766,758,732,726,759,674,738,753,710,697,675,682,651
37063001711,587,582,585,635,666,684,650,643,652,671,906,975,1074
37063001801,907,869,742,900,1023,1058,867,870,955,919,965,1033,1073
37063001802,383,451,449,434,453,423,361,342,379,294,245,274,391
37063001806,932,1087,965,1075,1014,1074,1014,1055,1146,1088,1153,1185,916
37063001807,961,1169,1047,1092,1080,1009,946,982,860,888,1100,990,1007
37063001808,844,948,982,1071,1206,1390,1555,1602,1732,1949,1998,2024,2404
37063001809,1306,1162,1305,1216,1179,1091,1168,1169,1116,1189,1503,1674,1762
37063001900,854,795,828,943,1024,1049,1086,1225,1508,1729,1901,2177,2417
37063002007,1386,1388,1417,1353,1365,1487,1452,1407,1547,1487,1524,1507,1497
37063002008,1065,1056,1124,1158,1168,1116,1114,1086,1090,1060,1218,1172,1150
37063002009,73,44,42,52,9,13,21,23,55,69,111,68,114
37063002013,1096,1089,1129,1273,1261,1305,1255,1271,1261,1186,1191,1206,1236
37063002015,1134,1026,1170,1087,1200,1253,1329,1198,1226,1150,1083,1102,1214
37063002016,801,800,676,660,639,704,762,813,968,864,842,818,846
37063002017,2361,2318,2363,2388,2559,2658,2889,2823,2809,2754,2712,2616,2702
37063002018,2948,2849,2822,2962,3037,2920,2809,3170,3230,3090,3063,3197,3064
37063002019,1625,1618,1655,1862,1808,1774,1893,1875,1823,2035,1796,1844,1950
37063002020,1183,1220,1287,1393,1477,1575,1568,1588,1568,1680,2000,2142,2233
37063002021,1102,1225,1281,1444,1410,1327,1185,1222,1142,1059,1200,1294,1030
37063002022,1127,1087,1159,1224,1184,1232,1281,1189,1102,1180,968,993,993
37063002023,791,807,793,811,768,830,803,887,872,922,864,901,843
37063002024,1821,1867,1775,1746,1828,1904,2037,2047,1974,2123,1940,1926,2025
37063002025,743,807,821,968,1138,1059,1089,1112,1036,944,854,814,794
37063002026,415,434,444,501,459,332,381,440,534,467,533,526,615
37063002027,1271,1471,1484,1391,1342,1576,1267,1289,1626,2092,1843,2065,2178
37063002028,1298,1480,1634,1594,1525,1586,1708,1863,2002,2273,2230,2332,2584
37063002100,1934,2009,1975,2005,1985,2051,2074,2108,2129,2094,2381,2312,2353
37063002200,373,449,501,589,586,569,578,587,625,686,808,955,1153
37063002300,11,23,14,16,25,23,18,47,88,117,184,269,400
37063980100,41,25,39,32,25,0,0,0,0,0,0,0,0
