id,y_2015,y_2017
37063000101,210,224
37063000102,250,216
37063000200,136,128
37063000301,128,110
37063000302,101,84
37063000401,73,64
37063000402,37,37
37063000500,180,166
37063000600,214,188
37063000700,132,112
37063000900,137,139
37063001001,268,283
37063001002,403,373
37063001100,283,278
37063001301,95,92
37063001303,161,162
37063001304,211,209
37063001400,201,194
37063001501,4,0
37063001502,225,220
37063001503,,
37063001601,285,308
37063001603,259,283
37063001604,254,257
37063001705,237,240
37063001706,127,132
37063001707,219,238
37063001708,311,328
37063001709,481,497
37063001710,227,214
37063001711,246,224
37063001801,465,495
37063001802,442,435
37063001806,271,269
37063001807,490,515
37063001808,251,300
37063001809,207,215
37063001900,129,158
37063002007,229,221
37063002008,68,59
37063002009,436,431
37063002013,167,170
37063002015,170,179
37063002016,151,156
37063002017,181,192
37063002018,162,159
37063002019,43,49
37063002020,124,136
37063002021,143,135
37063002022,149,144
37063002023,82,66
37063002024,194,186
37063002025,267,270
37063002026,319,350
37063002027,302,308
37063002028,174,199
37063002100,227,247
37063002200,60,53
37063002300,84,92
37063980100,0,0
