id,y_2015,y_2017
37063000101,1898,1957
37063000102,2472,2474
37063000200,1820,1915
37063000301,1579,1554
37063000302,2293,2185
37063000401,1811,1824
37063000402,1484,1840
37063000500,2251,2104
37063000600,3549,3539
37063000700,1983,2205
37063000900,1161,1192
37063001001,2272,2397
37063001002,3500,3510
37063001100,2533,2764
37063001301,911,906
37063001303,1323,1302
37063001304,1657,1691
37063001400,1521,1497
37063001501,145,129
37063001502,4236,4668
37063001503,10,
37063001601,3496,3793
37063001603,4008,4364
37063001604,4005,4300
37063001705,3147,3295
37063001706,3074,3168
37063001707,4446,4820
37063001708,2505,2762
37063001709,3597,3842
37063001710,2482,2588
37063001711,2450,2540
37063001801,4323,4804
37063001802,4026,4148
37063001806,3214,3485
37063001807,4995,5350
37063001808,3935,5008
37063001809,3006,3218
37063001900,1949,2582
37063002007,3017,3201
37063002008,1846,1944
37063002009,3104,3193
37063002013,2462,2561
37063002015,3032,3142
37063002016,2696,2726
37063002017,4600,4811
37063002018,4145,4255
37063002019,1597,1648
37063002020,3301,3816
37063002021,2291,2288
37063002022,2602,2549
37063002023,1604,1595
37063002024,3743,3982
37063002025,3338,3459
37063002026,3203,3289
37063002027,4079,4524
37063002028,3509,4091
37063002100,3716,4160
37063002200,1172,1303
37063002300,739,822
37063980100,26,28
