id,y_2015,y_2017
37063000101,38,35
37063000102,30,25
37063000200,24,30
37063000301,22,17
37063000302,22,18
37063000401,22,14
37063000402,10,6
37063000500,23,21
37063000600,42,33
37063000700,35,34
37063000900,22,21
37063001001,38,42
37063001002,51,52
37063001100,41,41
37063001301,19,14
37063001303,25,24
37063001304,33,27
37063001400,28,27
37063001501,0,0
37063001502,39,26
37063001503,,
37063001601,82,71
37063001603,79,79
37063001604,68,65
37063001705,66,55
37063001706,28,30
37063001707,103,101
37063001708,49,49
37063001709,62,68
37063001710,45,36
37063001711,30,29
37063001801,70,62
37063001802,54,53
37063001806,64,63
37063001807,70,64
37063001808,54,57
37063001809,49,45
37063001900,38,49
37063002007,64,58
37063002008,40,33
37063002009,64,47
37063002013,32,29
37063002015,42,35
37063002016,14,9
37063002017,66,57
37063002018,57,55
37063002019,15,13
37063002020,32,26
37063002021,27,24
37063002022,29,24
37063002023,13,12
37063002024,42,39
37063002025,32,31
37063002026,48,42
37063002027,43,40
37063002028,22,25
37063002100,92,85
37063002200,12,7
37063002300,17,12
37063980100,0,0
