id,y_2015,y_2017
37063000101,118,123
37063000102,90,87
37063000200,64,78
37063000301,71,60
37063000302,27,34
37063000401,15,12
37063000402,12,13
37063000500,105,111
37063000600,86,98
37063000700,104,102
37063000900,101,115
37063001001,159,192
37063001002,210,219
37063001100,209,242
37063001301,73,88
37063001303,167,158
37063001304,156,191
37063001400,129,149
37063001501,0,0
37063001502,104,111
37063001503,,
37063001601,100,120
37063001603,52,61
37063001604,52,61
37063001705,60,76
37063001706,43,42
37063001707,34,39
37063001708,185,216
37063001709,331,371
37063001710,77,86
37063001711,90,96
37063001801,168,219
37063001802,250,265
37063001806,79,97
37063001807,201,233
37063001808,98,108
37063001809,52,68
37063001900,11,16
37063002007,110,117
37063002008,11,12
37063002009,365,384
37063002013,50,62
37063002015,50,55
37063002016,35,45
37063002017,41,43
37063002018,45,45
37063002019,8,19
37063002020,64,74
37063002021,31,44
37063002022,61,82
37063002023,26,32
37063002024,51,57
37063002025,148,173
37063002026,234,262
37063002027,106,137
37063002028,55,52
37063002100,73,85
37063002200,40,24
37063002300,57,69
37063980100,,
