id,y_2018
37063000101,0
37063000102,1
37063000200,0
37063000301,0
37063000302,0
37063000401,1
37063000402,1
37063000500,0
37063000600,0
37063000700,0
37063000900,0
37063001001,0
37063001002,1
37063001100,0
37063001301,1
37063001303,0
37063001304,0
37063001400,0
37063001501,1
37063001502,1
37063001503,0
37063001601,0
37063001603,1
37063001604,0
37063001705,1
37063001706,1
37063001707,1
37063001708,1
37063001709,1
37063001710,0
37063001711,1
37063001801,1
37063001802,0
37063001806,1
37063001807,1
37063001808,0
37063001809,0
37063001900,0
37063002007,0
37063002008,1
37063002009,1
37063002013,0
37063002015,1
37063002016,1
37063002017,1
37063002018,1
37063002019,1
37063002020,0
37063002021,1
37063002022,1
37063002023,1
37063002024,0
37063002025,0
37063002026,0
37063002027,1
37063002028,1
37063002100,0
37063002200,1
37063002300,1
37063980100,0
