year,fips,value
2015,37063000101,38
2017,37063000101,35
2018,37063000101,29
2019,37063000101,37
2015,37063000102,30
2017,37063000102,25
2018,37063000102,18
2019,37063000102,24
2015,37063000200,24
2017,37063000200,30
2018,37063000200,20
2019,37063000200,19
2015,37063000301,22
2017,37063000301,17
2019,37063000301,15
2015,37063000302,22
2017,37063000302,18
2018,37063000302,16
2019,37063000302,27
2015,37063000401,22
2017,37063000401,14
2019,37063000401,11
2015,37063000500,23
2017,37063000500,21
2018,37063000500,24
2019,37063000500,19
2015,37063000600,42
2017,37063000600,33
2018,37063000600,23
2019,37063000600,26
2015,37063000700,35
2017,37063000700,34
2018,37063000700,26
2019,37063000700,34
2015,37063000900,22
2017,37063000900,21
2018,37063000900,17
2019,37063000900,21
2015,37063001001,38
2017,37063001001,42
2018,37063001001,38
2019,37063001001,44
2015,37063001002,51
2017,37063001002,52
2018,37063001002,40
2019,37063001002,62
2015,37063001100,41
2017,37063001100,41
2018,37063001100,27
2019,37063001100,36
2015,37063001301,19
2017,37063001301,14
2019,37063001301,17
2015,37063001303,25
2017,37063001303,24
2018,37063001303,22
2019,37063001303,26
2015,37063001304,33
2017,37063001304,27
2018,37063001304,18
2019,37063001304,26
2015,37063001400,28
2017,37063001400,27
2018,37063001400,18
2019,37063001400,29
2015,37063001502,39
2017,37063001502,26
2018,37063001502,21
2019,37063001502,33
2015,37063001601,82
2017,37063001601,71
2018,37063001601,67
2019,37063001601,84
2015,37063001603,79
2017,37063001603,79
2018,37063001603,66
2019,37063001603,78
2015,37063001604,68
2017,37063001604,65
2018,37063001604,63
2019,37063001604,76
2015,37063001705,66
2017,37063001705,55
2018,37063001705,51
2019,37063001705,63
2015,37063001706,28
2017,37063001706,30
2018,37063001706,27
2019,37063001706,31
2015,37063001707,103
2017,37063001707,101
2018,37063001707,100
2019,37063001707,122
2015,37063001708,49
2017,37063001708,49
2018,37063001708,41
2019,37063001708,58
2015,37063001709,62
2017,37063001709,68
2018,37063001709,60
2019,37063001709,64
2015,37063001710,45
2017,37063001710,36
2018,37063001710,27
2019,37063001710,35
2015,37063001711,30
2017,37063001711,29
2018,37063001711,25
2019,37063001711,36
2015,37063001801,70
2017,37063001801,62
2018,37063001801,59
2019,37063001801,72
2015,37063001802,54
2017,37063001802,53
2018,37063001802,52
2019,37063001802,56
2015,37063001806,64
2017,37063001806,63
2018,37063001806,55
2019,37063001806,62
2015,37063001807,70
2017,37063001807,64
2018,37063001807,53
2019,37063001807,80
2015,37063001808,54
2017,37063001808,57
2018,37063001808,48
2019,37063001808,60
2015,37063001809,49
2017,37063001809,45
2018,37063001809,34
2019,37063001809,43
2015,37063001900,38
2017,37063001900,49
2018,37063001900,42
2019,37063001900,59
2015,37063002007,64
2017,37063002007,58
2018,37063002007,52
2019,37063002007,57
2015,37063002008,40
2017,37063002008,33
2018,37063002008,30
2019,37063002008,39
2015,37063002009,64
2017,37063002009,47
2018,37063002009,43
2019,37063002009,58
2015,37063002013,32
2017,37063002013,29
2018,37063002013,22
2019,37063002013,29
2015,37063002015,42
2017,37063002015,35
2018,37063002015,38
2019,37063002015,43
2015,37063002016,14
2019,37063002016,18
2015,37063002017,66
2017,37063002017,57
2018,37063002017,48
2019,37063002017,66
2015,37063002018,57
2017,37063002018,55
2018,37063002018,52
2019,37063002018,56
2015,37063002019,15
2017,37063002019,13
2018,37063002019,13
2019,37063002019,14
2015,37063002020,32
2017,37063002020,26
2018,37063002020,22
2019,37063002020,33
2015,37063002021,27
2017,37063002021,24
2018,37063002021,22
2019,37063002021,18
2015,37063002022,29
2017,37063002022,24
2018,37063002022,23
2019,37063002022,31
2015,37063002023,13
2017,37063002023,12
2019,37063002023,16
2015,37063002024,42
2017,37063002024,39
2018,37063002024,35
2019,37063002024,44
2015,37063002025,32
2017,37063002025,31
2018,37063002025,33
2019,37063002025,35
2015,37063002026,48
2017,37063002026,42
2018,37063002026,37
2019,37063002026,51
2015,37063002027,43
2017,37063002027,40
2018,37063002027,40
2019,37063002027,45
2015,37063002028,22
2017,37063002028,25
2018,37063002028,19
2019,37063002028,33
2015,37063002100,92
2017,37063002100,85
2018,37063002100,76
2019,37063002100,88
2015,37063002200,12
2018,37063002200,15
2019,37063002200,15
2015,37063002300,17
2017,37063002300,12
2019,37063002300,18
