id,y_2015,y_2017
37063000101,23,23
37063000102,35,22
37063000200,15,10
37063000301,9,9
37063000302,12,10
37063000401,6,6
37063000402,4,5
37063000500,19,24
37063000600,23,23
37063000700,23,24
37063000900,11,13
37063001001,33,34
37063001002,33,33
37063001100,34,30
37063001301,6,9
37063001303,23,15
37063001304,27,26
37063001400,27,24
37063001501,0,0
37063001502,19,20
37063001503,,
37063001601,42,42
37063001603,35,40
37063001604,38,34
37063001705,34,26
37063001706,11,13
37063001707,50,47
37063001708,34,31
37063001709,64,65
37063001710,25,17
37063001711,25,23
37063001801,46,45
37063001802,46,38
37063001806,32,31
37063001807,37,38
37063001808,24,20
37063001809,27,25
37063001900,18,24
37063002007,33,26
37063002008,9,7
37063002009,56,54
37063002013,10,9
37063002015,27,29
37063002016,11,10
37063002017,33,31
37063002018,25,21
37063002019,5,3
37063002020,12,14
37063002021,12,12
37063002022,20,17
37063002023,8,6
37063002024,13,9
37063002025,24,24
37063002026,29,27
37063002027,38,36
37063002028,18,20
37063002100,40,34
37063002200,4,5
37063002300,10,11
37063980100,0,0
