id,y_2015,y_2017
37063000101,77,75
37063000102,92,67
37063000200,54,62
37063000301,40,33
37063000302,36,27
37063000401,47,37
37063000402,22,15
37063000500,58,57
37063000600,82,70
37063000700,72,70
37063000900,53,47
37063001001,93,96
37063001002,124,111
37063001100,88,83
37063001301,34,27
37063001303,64,52
37063001304,79,69
37063001400,70,58
37063001501,0,0
37063001502,82,60
37063001503,0,
37063001601,171,149
37063001603,158,152
37063001604,152,146
37063001705,150,128
37063001706,64,59
37063001707,204,196
37063001708,112,109
37063001709,151,153
37063001710,91,76
37063001711,66,68
37063001801,176,163
37063001802,135,122
37063001806,120,112
37063001807,142,131
37063001808,114,110
37063001809,98,92
37063001900,79,90
37063002007,135,118
37063002008,73,57
37063002009,147,127
37063002013,61,54
37063002015,96,85
37063002016,37,33
37063002017,131,113
37063002018,111,102
37063002019,28,25
37063002020,66,63
37063002021,60,56
37063002022,67,61
37063002023,33,22
37063002024,78,70
37063002025,82,77
37063002026,112,95
37063002027,105,99
37063002028,46,44
37063002100,173,149
37063002200,20,17
37063002300,31,28
37063980100,0,0
