id,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
37063000101,21006875,17850120,19370000,14809000,17632362,17350500,18600627,19647387,19989568,26347148,53807742,21401497,37898131,28736866
37063000102,21875000,16284000,12829985,13316416,11239800,10772475,8730800,10652778,13841400,17011905,17629194,17040830,24212271,16772940
37063000200,14671377,9548680,10819572,11134147,11291988,9541035,9577736,9126864,8097514,5595642,11322776,12289200,11337622,11153100
37063000301,15750000,16297750,13138164,13052552,13413278,8306543,9428576,10355922,11017958,11986458,12684584,14839055,,
37063000302,8718534,8214064,8849412,8184156,7832528,7940415,7610712,6378652,6904639,,1495480,1608776,,4137155
37063000401,5832976,2962118,1555552,,,,,,6919000,6434814,5565965,2117137,,
37063000402,2524268,2430480,2611422,3017313,1972250,,,,,,2356854,3690902,,
37063000500,16421792,18114056,17574132,16700688,15889720,16422144,17835246,22975680,26769791,25609464,21959753,23426568,20777459,18239999
37063000600,14419104,21523500,19151808,14917728,15382899,20244070,22639176,20337836,16887360,17047823,17165740,18006668,12990981,14506681
37063000700,16520000,11450439,9417816,10590928,13473030,13011192,12818176,14484419,14207640,8512250,6819252,9113392,9543315,8924882
37063000900,7298100,7817712,8572560,9124112,11236875,12891995,12380940,11590794,9154425,9248292,9815520,10407820,17755480,19587764
37063001001,15143197,19148120,19969230,18744609,27708125,23578944,21413310,22588840,22221520,20450485,17772040,21155140,14778587,13520184
37063001002,27532310,21181720,24104727,26861700,29682045,27070333,23905950,23835046,21531636,19901879,16059064,18875120,24530075,21623205
37063001100,13237920,13370320,15036175,14439252,14940233,15547554,17531388,17148879,16884224,16944522,15441300,15527251,15041926,22892936
37063001301,6335322,7462688,7617787,7589193,9088308,10659909,11149285,14360400,15873183,16058523,17673600,20367819,19450954,14615055
37063001303,12323232,15315933,13042500,16479375,15619912,18964350,13709132,17592535,17857488,22925070,23884260,28912544,28286146,33524440
37063001304,22641941,21310452,21094131,21710379,21476805,20937552,22084148,22499330,26638715,27489624,29405355,30158020,29619948,26946975
37063001400,19488000,17784000,19373574,17794437,15175692,17672919,16668270,11872668,11802830,17083500,26047875,26369397,32630640,39173372
37063001501,,,,,,,,,,,,,,
37063001502,10266750,17820847,14076150,15213385,19195137,21010138,20364722,25378519,26562003,16745280,41200225,32532327,24544796,34239100
37063001503,,,,,,,,,,,,,,
37063001601,34916697,40396461,37202730,38403904,42234350,46293580,44662568,43906500,45442792,33597138,25095472,34155036,41443486,40641580
37063001603,10621649,18033646,19904267,26693946,32226849,36510000,27527200,31041848,36410542,47593236,34310491,45242230,40536811,41229093
37063001604,30498288,28055000,30420997,29938688,29452500,35661148,40997366,45548700,48196610,,,,,
37063001705,11163375,14809769,23450000,26693048,37385972,35548483,38869797,28316555,27004608,12370278,17844711,33715162,37044824,32694844
37063001706,19490328,18234885,22442784,33083664,33296835,24443689,29163245,31095900,30047256,22072186,20517500,16096410,30641325,33626094
37063001707,10302256,9163567,8437924,7551271,12386400,10032897,11381216,,22499114,19827450,14343552,,,20172509
37063001708,44421744,52901161,64688060,69332484,73416581,74360574,76902468,72732500,66727812,67022592,107665243,111161102,106751755,111535031
37063001709,37864017,38352986,43305015,40095000,36212240,40177791,54152995,55746250,59899500,66044250,67300537,61285679,84513911,86287540
37063001710,20182575,21757651,24234738,27450952,27537000,26894237,28050000,30482876,30389340,30950722,48634705,52836875,43113024,71837423
37063001711,28587270,33839505,33275073,27708672,29736000,34095676,39593673,43165227,45746844,48129501,36753229,39143522,44128851,38410716
37063001801,71430975,64525764,68057519,79845600,81047225,66528224,81920160,67254180,77591844,80003474,86641900,94333866,100887000,100779120
