id,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
37063001802,61184970,58031200,62206500,77641080,76608972,60044096,70356492,65324880,50702190,49131285,53663104,47315508,42122260,39847500
37063001806,65151603,61921800,68752968,64011332,71137213,70059132,73868199,87398920,85999317,79760676,82267299,76561992,106742076,123032580
37063001807,112986852,98120766,109182602,106992050,100378137,104163696,116153665,127762432,138845124,169883320,155344254,127701864,140152115,163340498
37063001808,48037640,41286531,46062747,64892353,64036140,73413093,101041660,134966645,140197550,165066296,240971081,263268000,220054076,236098379
37063001809,54238620,41271444,30055322,42733831,30238516,50056796,61733853,52500960,55447824,54157824,48671819,44541977,60571795,73417164
37063001900,11061516,11150441,11308254,10353816,3620045,11417922,10019250,15503696,16893040,23964219,21545337,24299369,26414235,44567350
37063002007,40070616,47329991,49070241,53676546,40580785,44798102,42504336,62298702,48175008,48061227,49706340,66514095,66054058,57393768
37063002008,3650000,5781615,3940906,4087500,5469084,12886742,9602500,7543608,9352770,9016875,7023184,16950752,16680000,
37063002009,73966284,67494259,73859125,60033600,58127220,61228538,56587011,53627650,56626584,54249412,56609275,59152282,59749053,58114954
37063002013,31772449,35312500,32902500,25958043,21469403,19816968,32725007,37845541,41843375,52745577,48550908,43341088,39809952,49458750
37063002015,22801242,25641750,22649525,21368470,18274190,22234307,23154012,18582150,13766064,29033763,29627140,28253666,27325672,27678632
37063002016,21230000,18683970,30766880,31941294,36218340,32688670,34846035,29868058,23804395,27421608,34342956,28163214,43835058,52078804
37063002017,6700260,12069375,12915000,17249900,16311030,20590603,17284500,18572554,25807624,18326862,24030021,33826949,34418756,34340395
37063002018,29846376,23925036,24948849,27134566,27510780,25250867,25996678,31439445,32220048,49374686,55365915,63012054,74207742,79198086
37063002019,8121988,8563750,11302674,6420084,6522130,10381862,10737504,,,22815664,15479300,20298600,12267470,21713912
37063002020,54277850,55696875,60610032,61103622,56807478,53957264,59234637,56924965,78495290,84116192,116577175,122867280,137499732,123492768
37063002021,22398000,21582790,22959318,26537980,28270350,28526264,30301584,33148104,27724972,54037470,33319594,45139698,71070066,63055958
37063002022,23703515,31020964,32919920,31139570,28808343,35876501,40286664,45848683,48923164,42155640,41130320,43814100,45682140,41278032
37063002023,14493486,13973520,13382050,15093456,15282076,14860508,15936250,13829738,13580005,14191754,16537954,21987599,27177458,23678616
37063002024,41049120,41929374,52711675,58187310,47609324,34642008,35406250,36808086,43958304,44422399,43492000,35827050,41781432,37651480
37063002025,68425491,74200266,81922740,75736038,65931184,75398780,89678575,89315198,89034312,71851900,71899806,66869548,61369957,79077500
37063002026,53606700,59019282,61086615,66132912,63820965,71650376,73604580,74853957,85343891,90639209,89809200,94042584,104289169,99782144
37063002027,37622340,40369140,34484884,50483867,56355585,54071875,69859948,80435190,84006950,110372790,127570790,111000668,138539394,164915630
37063002028,36330658,41569080,41278679,50073740,67522500,59320768,63452920,74629650,100725042,103745933,120574894,138287056,163388292,156254744
37063002100,15930000,21081786,22904490,23547825,22372452,23909844,21305550,19888646,19971945,24849974,20901198,21372264,23035936,36789907
37063002200,3536666,2615580,2277000,3006424,3450000,6077529,9288622,8940452,8112044,8363000,6417078,5001500,5963648,19471333
37063002300,3703875,3737752,4543682,5192073,4113200,4493280,4989322,4264000,7388750,10855344,12480000,,,
37063980100,,,,,,,,,,,,,,4914
