id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022
37063000101,80982,27036,35479,799,855,1920,1086,10389,17947,21369,6982,10151
37063000102,13933,9905,10166,19107,12551,23045,10551,18003,22514,11615,18144,36514
37063000200,2167,5986,9967,12032,23424,20003,9760,32855,18955,16099,20442,57225
37063000301,30422,5153,943,24104,22778,5122,11530,5924,10947,23107,4342,21176
37063000302,7894,5325,2755,2604,11818,10649,40420,45398,,1156,28877,2974
37063000401,58668,,103993,113626,,44263,57386,29978,,,,
37063000402,9318,1192,14148,7665,,34292,21002,,,,,
37063000500,12108,33855,43165,9391,28113,21519,14295,13034,17109,13990,13181,
37063000600,31706,49174,24929,26063,14433,1662,5172,12002,4595,12590,26814,
37063000700,181342,133756,81452,71076,,,4755,35792,31209,21065,31856,36285
37063000900,37304,16551,17403,6674,8122,12861,24240,14803,60059,17546,8372,38746
37063001001,16161,16959,14532,35148,15023,22128,36088,40381,23827,13892,8247,12430
37063001002,8606,23399,10566,3166,5637,11611,8511,4832,14421,35341,29028,22690
37063001100,4895,15668,17663,9555,7933,12641,11288,15015,17384,25570,10930,12313
37063001301,,58230,82679,9098,,,8106,12832,,,34380,25004
37063001303,8614,13914,14427,,,,,,,,,
37063001304,74745,10052,90564,78941,44818,36114,47489,31893,8968,11293,15153,38264
37063001400,26843,339084,,,,,,37725,27175,33378,31760,14833
37063001501,,,,2867,2683,3358,,,,,,
37063001502,8107,8195,8404,6724,4038,3627,6681,14017,23047,,,33945
37063001503,,,,,,,,,,,,
37063001601,,25830,,,,32820,18182,32167,30486,26581,,
37063001603,2093,21296,15604,10650,,,,,,,47034,34440
37063001604,,,,,,,,,116809,14695,,
37063001705,5918,3287,5684,6597,7292,14869,27320,21506,8029,7095,7278,7167
37063001706,22874,4472,12722,9578,14884,18905,,,59070,22373,15620,16203
37063001707,9171,2492,74459,11103,,,,,,,,
37063001708,34137,59317,32815,23633,61023,39920,38419,41507,10734,15710,14243,24393
37063001709,6317,3914,11752,9019,16191,,,28123,2021,8784,4570,58800
37063001710,8876,25629,24857,28463,13944,19889,20057,11808,9506,22677,59844,19189
37063001711,5688,5789,7236,20865,7803,9649,4623,7965,3734,20597,9275,17307
37063001801,9511,10647,10117,10976,29071,49242,28552,19338,16936,14339,10313,10336
37063001802,8855,8685,14245,2115,2241,4293,7160,13536,18026,11372,8008,15782
37063001806,27417,29315,38930,52071,,9349,8272,53916,31289,30664,28073,57170
37063001807,21703,47183,35677,20853,28659,14959,10987,9308,13883,66040,29144,54843
37063001808,37273,76506,66664,47018,33526,23990,26004,51715,109095,63724,88131,116893
37063001809,60544,51216,52792,60062,,34196,36396,31415,60130,39123,25806,
37063001900,2035,146946,,57259,28328,35499,35251,,,58526,103428,94410
37063002007,29058,13472,22438,22518,51097,37878,22321,51923,31058,38078,,
37063002008,21972,21593,,,,,,,,,,
37063002009,39287,34350,50746,42744,18736,13495,7244,13043,27395,39529,49386,21490
37063002013,12768,38399,51122,5741,,,,,63962,48921,31782,53848
37063002015,6932,8399,13145,18573,9346,5247,3314,5331,9216,7918,21276,25085
37063002016,16572,9314,18601,15344,20236,23577,12107,18990,24088,26009,27936,24192
37063002017,69921,72284,144770,36011,,,,,,,,
37063002018,38248,16840,81849,39787,26932,,34732,42097,33653,,,118836
37063002019,104126,93119,45690,19780,21531,,46546,,,,,
37063002020,29005,61234,63571,96928,,54257,,,,108359,33957,
37063002021,13881,23502,63539,100688,,,93259,,,,,
37063002022,10286,80214,101180,34016,96925,20966,52004,49821,,28154,,19329
37063002023,99824,73767,88190,140868,,54064,55352,41603,33727,31719,,
37063002024,24828,29925,6457,8974,,64067,50559,41591,34118,54411,,
37063002025,26544,62840,35376,49574,43224,,,,,73879,,23332
37063002026,61095,19050,52221,31157,26926,31168,66526,,26346,,,
37063002027,15328,5617,6300,10481,15909,14996,36848,38918,58538,,,
37063002028,6291,14728,15443,45250,,98561,82014,132131,129981,,,
37063002100,,47412,,116782,,126367,,,,,,44431
37063002200,5217,4520,,8069,,28873,23069,24000,23401,62582,,
37063002300,,35158,28055,9632,7775,4206,,36005,35218,32462,27120,24879
37063980100,,,,,,,,,,,,
