id,y_2015,y_2017
37063000101,3,0
37063000102,0,3
37063000200,0,0
37063000301,0,0
37063000302,0,0
37063000401,0,0
37063000402,0,0
37063000500,0,0
37063000600,0,4
37063000700,4,0
37063000900,,
37063001001,,0
37063001002,0,0
37063001100,,0
37063001301,,
37063001303,,
37063001304,,
37063001400,,
37063001501,0,0
37063001502,4,0
37063001503,,
37063001601,0,0
37063001603,7,7
37063001604,6,8
37063001705,0,4
37063001706,4,6
37063001707,6,11
37063001708,0,0
37063001709,0,3
37063001710,5,5
37063001711,0,0
37063001801,0,0
37063001802,3,3
37063001806,0,0
37063001807,5,8
37063001808,4,15
37063001809,0,0
37063001900,3,7
37063002007,3,4
37063002008,0,5
37063002009,,
37063002013,4,3
37063002015,0,6
37063002016,3,3
37063002017,11,12
37063002018,9,10
37063002019,0,0
37063002020,11,28
37063002021,6,8
37063002022,0,7
37063002023,0,0
37063002024,14,15
37063002025,16,15
37063002026,0,0
37063002027,10,12
37063002028,10,12
37063002100,0,0
37063002200,0,0
37063002300,,0
37063980100,,
