id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021,y_2022,y_2023
37063000101,204,143,102,106,124,111,116,113,143,137,133,170,231
37063000102,298,234,217,179,145,121,104,94,61,18,62,97,103
37063000200,147,172,182,177,132,114,105,74,68,138,115,114,123
37063000301,111,147,122,123,106,78,59,51,48,41,46,77,108
37063000302,100,144,217,187,173,152,139,75,46,64,80,51,21
37063000401,123,120,108,148,144,120,122,116,100,74,101,47,59
37063000402,34,41,54,58,46,59,43,43,47,31,25,39,28
37063000500,154,103,76,51,37,51,60,98,114,76,65,66,64
37063000600,190,219,178,137,125,104,155,176,177,264,269,237,203
37063000700,182,158,120,152,106,161,154,206,163,176,172,155,122
37063000900,37,25,23,28,45,30,20,48,41,32,61,48,45
37063001001,220,167,129,76,88,50,51,46,55,27,29,64,90
37063001002,187,173,287,224,152,98,96,28,86,91,112,101,74
37063001100,38,41,91,79,59,95,78,65,70,60,30,38,46
37063001301,18,29,29,50,70,61,52,40,9,6,8,7,19
37063001303,95,94,73,56,65,51,40,39,32,18,39,40,37
37063001304,23,32,33,45,53,51,38,40,33,37,42,63,111
37063001400,59,54,53,19,17,17,16,5,21,138,147,131,131
37063001501,0,0,0,0,0,0,0,0,0,0,0,0,0
37063001502,17,8,14,27,15,13,2,7,11,31,20,20,0
37063001503,0,0,0,0,0,0,0,0,0,0,0,0,0
37063001601,451,429,430,413,428,407,362,406,437,298,413,340,322
37063001603,416,395,391,331,348,326,278,280,350,316,277,330,334
37063001604,487,441,442,437,508,390,374,411,364,251,282,294,360
37063001705,236,259,264,251,207,127,179,140,131,173,153,178,205
37063001706,254,199,210,145,89,111,99,151,130,175,181,208,156
37063001707,433,440,458,491,498,418,379,381,269,177,232,288,278
37063001708,254,255,263,302,363,313,321,309,278,201,188,165,321
37063001709,198,186,200,298,282,277,240,150,109,107,115,130,292
37063001710,390,300,288,266,207,163,134,123,81,77,99,192,246
37063001711,88,99,63,51,61,56,53,29,39,41,42,55,60
37063001801,404,385,324,314,468,513,519,571,638,490,402,378,397
37063001802,527,502,549,601,617,408,373,320,240,184,228,216,223
37063001806,603,592,429,320,316,289,221,267,421,633,522,743,672
37063001807,815,616,583,724,685,514,524,616,471,419,515,439,420
37063001808,353,383,347,304,339,413,398,442,573,510,476,450,595
37063001809,285,265,250,275,208,198,190,270,211,240,190,171,205
37063001900,147,171,251,271,294,296,326,329,335,370,362,430,343
37063002007,413,401,335,437,372,443,378,407,369,586,517,447,472
37063002008,269,231,201,148,160,184,180,221,289,237,183,199,161
37063002009,315,419,426,508,465,369,295,273,244,338,300,405,413
37063002013,301,281,253,344,311,318,250,258,146,139,92,113,134
37063002015,15,14,16,9,22,89,83,80,80,57,13,16,0
37063002016,42,50,51,51,53,34,39,103,99,86,116,97,45
37063002017,370,349,309,263,231,266,244,254,254,159,100,94,81
37063002018,503,531,566,580,548,457,456,408,398,207,184,264,258
37063002019,189,179,188,222,104,206,251,274,319,326,313,171,142
37063002020,358,409,409,391,387,381,380,415,383,368,383,261,172
37063002021,364,322,268,207,105,123,117,88,96,121,130,96,50
37063002022,161,145,140,117,99,94,80,66,84,114,144,116,174
37063002023,84,55,64,42,37,40,59,60,78,73,95,58,55
37063002024,447,338,341,388,364,371,329,335,285,209,150,250,264
37063002025,652,723,696,735,565,390,331,295,328,268,294,318,357
37063002026,514,514,373,342,281,241,165,293,311,337,410,381,372
37063002027,270,250,315,275,295,226,194,120,141,47,152,179,166
37063002028,216,242,266,240,124,139,157,179,331,402,503,405,411
37063002100,420,413,403,417,491,495,509,425,416,563,606,572,563
37063002200,39,40,42,29,14,29,16,47,59,49,84,92,77
37063002300,0,0,0,0,0,4,9,13,15,15,10,19,19
37063980100,0,0,0,0,0,0,0,0,0,0,0,0,0
