id,y_2015,y_2017
37063000101,1020,1039
37063000102,899,863
37063000200,749,709
37063000301,609,538
37063000302,380,359
37063000401,167,141
37063000402,118,134
37063000500,1088,973
37063000600,997,981
37063000700,638,659
37063000900,843,830
37063001001,1607,1603
37063001002,2155,1976
37063001100,1758,1872
37063001301,785,755
37063001303,1206,1164
37063001304,1402,1407
37063001400,1347,1286
37063001501,28,17
37063001502,1265,1224
37063001503,,
37063001601,963,1061
37063001603,710,817
37063001604,587,620
37063001705,739,837
37063001706,614,680
37063001707,344,381
37063001708,1863,2043
37063001709,2748,2846
37063001710,1136,1222
37063001711,1233,1232
37063001801,2140,2407
37063001802,2764,2727
37063001806,1355,1554
37063001807,3023,3232
37063001808,1271,1857
37063001809,1071,1194
37063001900,141,199
37063002007,937,1002
37063002008,117,126
37063002009,2734,2684
37063002013,710,731
37063002015,828,859
37063002016,928,992
37063002017,381,444
37063002018,642,613
37063002019,170,176
37063002020,749,846
37063002021,717,716
37063002022,897,867
37063002023,378,364
37063002024,666,703
37063002025,1593,1615
37063002026,2235,2264
37063002027,1697,1893
37063002028,1179,1307
37063002100,573,623
37063002200,313,281
37063002300,613,590
37063980100,,
