id,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
37063002013,81.3833364910951,86.8096290213254,90,90.4930273927904,89.8284948418975,91.0840369328001,95.9543930248156,99.112426035503,102.050431067369,103.63203957382,104.842208787712,106.470106470106,103.523846423037,101.216814159292,102.033144386711,105.458221024259,108.856181877956,113.333333333333,120.723905344666,132.635033192517,140.425531914894,149.662731871838,162.740899357602
37063001100,22.5614673427658,25.6653992395437,34.7125506072875,35.7142857142857,38.0886426592798,39.4366197183099,39.3567138491799,39.5083406496927,32.064128256513,32.7586206896552,32.064128256513,33.659843458845,40.1125681466359,51.405325443787,91.9459307237398,117.237953303527,161.707324947003,163.934426229508,170.862757138471,181.847838690529,197.420634920635,204.35393258427,194.49715370019
37063001900,70.1390351474906,68.4065934065934,87.8539296110082,94.3325876211782,94.4767441860465,94.7905477980666,93.2494279176201,98.3695652173913,103.239852988175,114.466815809098,115.113759479957,114.839671886652,110.779220779221,108.604971187753,119.136996904025,154.181619574422,168.569509738079,177.486187845304,183.453237410072,188.492396513177,182.74550913703,181.208053691275,177.573749625636
37063002019,89.7736143637783,95.6218373671204,98.4948150441108,104.023814790238,109.027697500751,113.321319371383,124.835742444152,139.23210746896,147.222222222222,150.293772032902,149.473358116481,148.795327717237,144.578313253012,148.806738418343,150.198609731877,152.20700152207,154.015401540154,155.146740615391,162.08619612742,169.53496887587,173.906277371482,174.941686104632,180.570801317234
37063002020,79.9532973277196,84.4370860927152,89.4495412844037,92.3566878980892,94.0624690624691,97.8428550812402,102.248621128553,106.765421290309,113.062352012628,115.831517792302,114.090215087133,111.38853650098,109.347553518947,107.727367408274,108.217168011739,111.128625472888,117.34556244942,121.594684385382,126.313315392733,131.646655231561,139.063390032512,146.466658415714,156.956004840068
37063002027,82.7731092436975,87.6456876456876,90.8333333333333,97.4297668858338,98.8455988455988,99.7524801746802,100.515463917526,103.575995386621,106.613326377086,108.132260947274,107.354956601188,105.193661971831,101.929499072356,95.3231952912028,93.8946759259259,96.4927710485691,103.433098591549,107.52401280683,111.804222648752,117.797017797018,123.391683223144,131.863186318632,138.197899391929
37063001806,75.487012987013,77.3514851485149,79.0210648458071,82.2948127453941,84.4109395611542,83.7800878330055,82.874449339207,84.3179377013963,84.607274644175,84.7210121970537,83.3703868385949,81.542051686575,75.6336876533115,73.9153722549545,74.9368396876436,78.9473684210526,82.6503082361244,88.6627906976744,97.3778800749316,103.211009174312,111.003861003861,119.534063440383,125.91388391315
37063002024,86.8618933401036,89.7649275223193,92.7871148459384,94.6777036384238,98.0311535502937,101.333361806705,105.564608745475,108.382274426054,112.502062771851,116.346153846154,119.856887298748,118.712509937125,115.751248297776,110.59670781893,111.075338055377,113.80985426787,117.459594364226,123.483491380019,127.7609354699,135.135135135135,144.090146189663,153.257196020354,163.590604026846
37063001801,68.6188811188811,70.7213578500707,72.7554179566563,77.6241357636707,78.6057692307692,81.2143520556272,82.4906895567321,86.4228839441536,86.3557858376511,85.5263157894737,84.8,83.912037037037,81.9288389513109,77.6088096486628,79.5121951219512,80.9776207302709,84.8018583151632,86.7269984917044,92.1132376395534,99.4709951846869,107.618343195266,115.062441315662,122.728971089627
37063002007,76.9513991163476,81.799591002045,84.1750841750842,88.2031405287219,91.5099135739705,94.5454545454545,98.9759270704326,103.65310400599,106.4,109.121185498619,110.215053763441,111.059479553903,110.096335341641,110.01893101171,110.305704380712,114.064388597905,116.410018652729,120.795107033639,129.234516782428,142.388867685255,150.953389830508,159.819227608874,168.797953964194
