id,y_2015,y_2017
37063000101,22,23
37063000102,23,21
37063000200,17,12
37063000301,9,7
37063000302,8,7
37063000401,4,0
37063000402,5,3
37063000500,30,28
37063000600,27,24
37063000700,21,22
37063000900,29,30
37063001001,48,44
37063001002,57,59
37063001100,50,43
37063001301,21,21
37063001303,57,44
37063001304,43,39
37063001400,45,45
37063001501,0,0
37063001502,34,30
37063001503,,
37063001601,31,31
37063001603,9,16
37063001604,12,11
37063001705,18,15
37063001706,5,5
37063001707,5,6
37063001708,46,45
37063001709,86,91
37063001710,26,20
37063001711,29,29
37063001801,36,39
37063001802,61,50
37063001806,25,24
37063001807,41,48
37063001808,16,18
37063001809,10,9
37063001900,0,0
37063002007,28,27
37063002008,0,0
37063002009,103,96
37063002013,17,19
37063002015,17,20
37063002016,9,8
37063002017,11,10
37063002018,15,6
37063002019,0,0
37063002020,12,11
37063002021,8,7
37063002022,19,14
37063002023,5,5
37063002024,11,6
37063002025,31,35
37063002026,62,53
37063002027,29,24
37063002028,10,13
37063002100,21,16
37063002200,8,10
37063002300,20,19
37063980100,,
