id,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
37063000101,2312,2034,1830,1839,1971,2143,2121,2074,2023,2099,2265.5325389546297,2627.75343721313
37063000102,3010,2409,2606,2846,2742,2699,2683,2785,2810,2735,2728,1759
37063000200,1798,1783,2086,2080,1715,1972,1839,1861,1768,1647,1381,1375
37063000301,1609,1357,1648,1858,1739,1592,1517,1500,1314,1301,1120.112108655561,1290.885348498533
37063000302,1368,1426,1407,1544,1386,1419,1356,1119,1097,1371,1191,983
37063000401,550,394,378,411,340,281,404,429,449,481,627.568871656552,397.853275461816
37063000402,601,612,585,679,570,560,513,549,532,496,930.319019687484,707.261376039354
37063000500,3069,2446,2113,2084,2161,2300,2544,2955,3242,3216,2550.021978021584,2427.956889264052
37063000600,2955,2832,3251,3424,3243,3431,3358,3011,2604,2587,2729.978021978416,1952.043110735948
37063000700,1195,1193,1190,1348,1526,1682,1743,1578,1376,1156,1456,1356
37063000900,1606,1629,1474,1649,1824,2095,1905,1900,1567,1476,1413,1145
37063001001,3175,3243,4083,4364,3983,3962,3972,3430,3752,3240,3211,2687
37063001002,5601,4582,4583,5014,5242,5504,5510,5727,5331,5464,5504,3750
37063001100,3001,1978,2215,2528,2689,3053,3249,2952,2706,2629,3321,2054
37063001301,1102,1042,1005,980,1059,1249,1350,1332,1448,1336,1265,1485
37063001303,3610,2827,2799,2777,2808,3243,3327,3365,3563,3476,3872,3384
37063001304,2519,2374,2467,2706,2644,2743,2913,3277,3184,3339,2585,2053
37063001400,2577,2983,2976,2912,2564,2458,2509,2346,2477,2360,2628,2011
37063001501,1543,1347,1342,1470,1280,1494,1604,1624,1729,1815,3196,1381
37063001502,4636,4794,4750,5032,5482,5180,4852,4618,4773,4533,4922,3941
37063001503,897,1035,1003,1026,993,956,987,977,936,908,1629,777
37063001601,2196,2372,2719,3020,3148,2553,2823,2628,2616,3075,2700,2190
37063001603,1766,1670,1645,2074,2072,2187,1860,1942,2050,2216,2498.85365853666,1629.65853658539
37063001604,1650,1658,1605,1615,1295,1205,1393,1630,1608,1448,1851,2378
37063001705,1980,1818,1746,1793,2191,2061,2449,2511,2356,1901,2827.662073097196,1927.686039544146
37063001706,1736,1775,1949,2355,2622,2520,2543,2268,2318,2441,2427,2129
37063001707,1124,1435,1706,1672,1912,1502,1539,1086,1233,1273,1650.418803418775,1231.157264957257
37063001708,3573,3969,4063,4289,4744,5106,4805,5023,4550,4356,4314,3916
37063001709,5351,5345,5373,5866,5656,5708,5647,6222,6415,6219,7141.46746104537,6029.24656278687
37063001710,3454,2584,2866,2872,3111,3182,3088,2959,3166,3544,3389,3197
37063001711,3481,3355,3404,3130,3295,3460,3468,3630,3445,3379,3611.337926902804,3031.3139604558537
37063001801,4997,4573,5664,5461,5501,5630,5826,5812,6031,6327,6137,5421
37063001802,6041,6139,5872,6101,6392,6153,6797,7614,7310,7530,6706,6022
37063001806,3313,3133,3409,3235,3225,3339,3648,4207,4547,4791,4347,4914
37063001807,7259,6653,7052,7095,7117,6946,7050,7300,7492,8006,7971,7141
37063001808,2674,2410,2609,2880,3080,3808,4301,5076,5779,6236,6461.8297872344,6506.030585106702
37063001809,2803,4411,3934,3926,3567,3862,2863,3346,3626,3693,4352.1702127656,3717.969414893298
37063001900,612,425,404,422,312,546,640,765,927,1069,1521.999913880725,1131.999924632586
37063002007,2077,1954,2017,2066,2043,1941,2127,2203,1753,1759,2203,2139
37063002008,422,502,378,373,386,473,471,477,503,504,571,552
37063002009,4600,4769,4923,4498,4381,4358,4520,4513,4604,4932,4497,4236
37063002013,1969,1970,2137,1827,1916,1964,1949,1889,2000,2188,2106,1786
37063002015,3271,3709,3361,3169,3290,3194,3080,3575,3567,3517,3078.296340025159,2467.399055491584
37063002016,4087,4095,4038,4510,4703,4581,4295,4534,3797,3690,3915.62685366844,2958.53007156672
37063002017,1562,1345,1381,1804,1813,2018,1985,1941,1931,1911,2422.703659976516,2551.60094451012
37063002018,2187,1956,2137,2187,2397,2553,3078,3243,3284,3998,3724.37314633156,3577.46992843328
37063002019,1131,1366,1353,991,1029,1183,1044,1112,1081,1216,1403.83637259712,1264.8063085262002
37063002020,2352,2180,2356,2386,2610,2437,2598,2491,2867,2799,3457.585922282511,4105.713397705289
37063002021,2330,1990,2265,2044,2229,2070,2293,1911,2189,2268,2354,2083
37063002022,2262,2582,2409,2384,2311,2264,2184,2356,2789,2665,2258,2434
37063002023,1122,1038,965,827,879,1074,1286,1129,1390,1388,995,987
37063002024,1944,2013,2227,2439,2310,2192,2210,2138,2160,1958,2442,1539
37063002025,3964,4145,4253,3952,3964,4182,4311,4546,4709,4552,4209,4647
37063002026,5133,4640,4587,4563,4951,5714,5676,5680,5965,6330,5700,7613
37063002027,4792,4942,4796,5130,5738,6104,6799,6966,7098,6735,6929,5419
37063002028,3479,2658,2545,3004,4046,4061,4442,4659,5450,6076,7091.297636789578,6010.0698998994985
37063002100,1259,3108,3367,3387,3356,3338,3451,3392,3588,3517,3023.999604437686,2734.999828725596
37063002200,948,878,649,675,691,608,651,971,826,873,977,775
37063002300,1251,1281,1332,1454,1335,1231,1339,1154,1322,1354,1526,1336
37063980100,4,0,0,0,0,0,0,0,0,0,6.852629455194,0.469237911314
