id,y_2017
37063001100,332
37063001301,58
37063001303,53
37063001400,124
37063001002,1053
37063001304,177
37063001501,8
37063002022,85
37063000102,542
37063001502,674
37063001708,272
37063001706,159
37063002013,100
37063000301,206
37063000302,259
37063002016,526
37063002015,615
37063002008,20
37063002023,53
37063001808,261
37063002021,107
37063002200,61
37063002026,271
37063002300,47
37063002025,250
37063000101,233
37063001900,50
37063001807,554
37063001809,230
37063002019,37
37063002020,51
37063002027,246
37063001806,245
37063002024,90
37063001503,0
37063002028,153
37063980100,0
37063001710,400
37063000200,271
37063001711,421
37063001801,567
37063002007,71
37063002017,109
37063002009,255
37063001709,345
37063000401,68
37063002018,115
37063001601,147
37063001603,112
37063001604,85
37063001707,111
37063001705,218
37063001802,709
37063002100,51
37063000402,97
37063000500,240
37063000900,227
37063001001,368
37063000700,55
37063000600,562
