id,y_2015,y_2017
37063000101,41,38
37063000102,64,44
37063000200,32,25
37063000301,24,21
37063000302,26,23
37063000401,18,15
37063000402,13,14
37063000500,41,38
37063000600,54,57
37063000700,50,53
37063000900,30,31
37063001001,60,58
37063001002,76,76
37063001100,65,60
37063001301,22,23
37063001303,57,44
37063001304,45,43
37063001400,47,49
37063001501,0,0
37063001502,52,43
37063001503,0,
37063001601,117,115
37063001603,94,104
37063001604,112,105
37063001705,82,72
37063001706,36,34
37063001707,137,129
37063001708,64,63
37063001709,114,117
37063001710,55,42
37063001711,54,56
37063001801,121,112
37063001802,89,75
37063001806,79,79
37063001807,84,93
37063001808,67,66
37063001809,64,67
37063001900,63,73
37063002007,68,62
37063002008,32,31
37063002009,110,102
37063002013,57,59
37063002015,60,57
37063002016,19,18
37063002017,91,89
37063002018,57,47
37063002019,13,15
37063002020,42,40
37063002021,29,28
37063002022,45,37
37063002023,14,12
37063002024,38,33
37063002025,46,52
37063002026,75,65
37063002027,78,74
37063002028,42,46
37063002100,105,93
37063002200,14,16
37063002300,20,19
37063980100,0,0
