id,y_2015,y_2017
37063000101,193,200
37063000102,212,199
37063000200,122,149
37063000301,115,115
37063000302,105,136
37063000401,147,133
37063000402,50,70
37063000500,143,169
37063000600,231,271
37063000700,210,220
37063000900,111,127
37063001001,207,246
37063001002,289,310
37063001100,255,320
37063001301,83,101
37063001303,171,166
37063001304,169,212
37063001400,139,161
37063001501,0,0
37063001502,169,177
37063001503,0,
37063001601,393,445
37063001603,428,488
37063001604,421,505
37063001705,364,398
37063001706,193,221
37063001707,550,643
37063001708,254,301
37063001709,411,481
37063001710,202,218
37063001711,190,224
37063001801,414,488
37063001802,355,389
37063001806,293,334
37063001807,381,439
37063001808,315,386
37063001809,233,270
37063001900,233,391
37063002007,332,371
37063002008,175,215
37063002009,383,410
37063002013,221,246
37063002015,244,271
37063002016,113,154
37063002017,403,482
37063002018,318,363
37063002019,94,114
37063002020,208,296
37063002021,139,157
37063002022,181,234
37063002023,100,123
37063002024,218,281
37063002025,240,288
37063002026,270,315
37063002027,289,352
37063002028,175,232
37063002100,414,513
37063002200,63,70
37063002300,64,76
37063980100,4,0
