2001,37063000101,24707269
2001,37063000102,3978363
2001,37063000200,6975174
2001,37063000301,20699871
2001,37063000302,6674778
2001,37063000401,5248045
2001,37063000402,38762926
2001,37063000500,13458909
2001,37063000600,30303134
2001,37063000700,6698121
2001,37063000900,2740345
2001,37063001001,4441668
2001,37063001002,13285659
2001,37063001100,7695836
2001,37063001301,2604683
2001,37063001303,4573154
2001,37063001304,1841161
2001,37063001400,2166625
2001,37063001501,0
2001,37063001502,91322615
2001,37063001503,0
2001,37063001601,7700026
2001,37063001603,3700221
2001,37063001604,3787963
2001,37063001705,51318622
2001,37063001706,31138416
2001,37063001707,24082837
2001,37063001708,28052457
2001,37063001709,80554693
2001,37063001710,24680226
2001,37063001711,67155827
2001,37063001801,27510422
2001,37063001802,12993197
2001,37063001806,5405193
2001,37063001807,12853253
2001,37063001808,5004433
2001,37063001809,33006911
2001,37063001900,7601402
2001,37063002007,18578653
2001,37063002008,6609208
2001,37063002009,15141188
2001,37063002013,5023179
2001,37063002015,131034350
2001,37063002016,95664720
2001,37063002017,123629373
2001,37063002018,82900286
2001,37063002019,88548171
2001,37063002020,2176146
2001,37063002021,87597801
2001,37063002022,59020083
2001,37063002023,50097709
2001,37063002024,16566334
2001,37063002025,22620435
2001,37063002026,57776550
2001,37063002027,423778578
2001,37063002028,348013845
2001,37063002100,33751493
2001,37063002200,48561110
2001,37063002300,2660035
2001,37063980100,268801637
2002,37063000101,22989051
2002,37063000102,13637156
2002,37063000200,8117358
2002,37063000301,21292234
2002,37063000302,6299925
2002,37063000401,5126847
2002,37063000402,37590982
2002,37063000500,13984626
2002,37063000600,31106497
2002,37063000700,7511773
2002,37063000900,2556430
2002,37063001001,4751169
2002,37063001002,14867689
2002,37063001100,6276212
2002,37063001301,2848139
2002,37063001303,4267691
2002,37063001304,1755337
2002,37063001400,2220120
2002,37063001501,0
2002,37063001502,79868336
2002,37063001503,0
2002,37063001601,8225087
2002,37063001603,6553218
2002,37063001604,4914855
2002,37063001705,75872644
2002,37063001706,31560429
2002,37063001707,26584158
2002,37063001708,28036162
2002,37063001709,81672198
2002,37063001710,24320738
2002,37063001711,67338778
2002,37063001801,11065262
2002,37063001802,10700684
2002,37063001806,5243169
2002,37063001807,16494578
2002,37063001808,4670203
2002,37063001809,29682995
2002,37063001900,7157114
2002,37063002007,18824923
2002,37063002008,8918195
2002,37063002009,15261579
2002,37063002013,4204759
2002,37063002015,126630457
2002,37063002016,101087958
2002,37063002017,137937395
2002,37063002018,83406945
2002,37063002019,89879591
2002,37063002020,2645373
2002,37063002021,97672958
2002,37063002022,57440343
2002,37063002023,41483284
2002,37063002024,9561288
