id,y_2015,y_2017
37063000101,39,40
37063000102,62,42
37063000200,30,32
37063000301,18,16
37063000302,14,9
37063000401,25,23
37063000402,12,9
37063000500,35,36
37063000600,40,37
37063000700,37,36
37063000900,31,26
37063001001,55,54
37063001002,73,59
37063001100,47,42
37063001301,15,13
37063001303,39,28
37063001304,46,42
37063001400,42,31
37063001501,0,0
37063001502,43,34
37063001503,,
37063001601,89,78
37063001603,79,73
37063001604,84,81
37063001705,84,73
37063001706,36,29
37063001707,101,95
37063001708,63,60
37063001709,89,85
37063001710,46,40
37063001711,36,39
37063001801,106,101
37063001802,81,69
37063001806,56,49
37063001807,72,67
37063001808,60,53
37063001809,49,47
37063001900,41,41
37063002007,71,60
37063002008,33,24
37063002009,83,80
37063002013,29,25
37063002015,54,50
37063002016,23,24
37063002017,65,56
37063002018,54,47
37063002019,13,12
37063002020,34,37
37063002021,33,32
37063002022,38,37
37063002023,20,10
37063002024,36,31
37063002025,50,46
37063002026,64,53
37063002027,62,59
37063002028,24,19
37063002100,81,64
37063002200,8,10
37063002300,14,16
37063980100,0,0
