id,y_2015,y_2016,y_2021,y_2022,y_2023
370630001011,205,195,244.6,237.4,252.6
370630001012,470,482,777.5,805.5,819.6
370630001021,413,500,374.4,413.1,416.6
370630001022,307,313,309.6,285.4,348.6
370630002001,318,514,492.1,506.1,527.1
370630002002,224,281,577.4,476.3,412.5
370630002003,189,288,192,312,312
370630003011,226,245,281.9,235.4,213.4
370630003012,185,190,225.1,266.6,259.4
370630003013,235,194,288.8,316.5,301.3
370630003021,160,158,358,379,293
370630003022,309,355,306,256,298
370630003023,281,241,364,435,441
370630004011,150,145,207.4,253.2,304.2
370630004012,220,176,225.5,269.9,250.8
370630004013,192,203,248.2,250.3,237.3
370630004021,167,184,338.8,405.8,415.1
370630005001,215,233,208.3,195.5,169.6
370630005002,135,154,175.5,224.4,190.3
370630005003,286,302,388,342,365
370630005004,296,306,474,616,418.3
370630006001,657,627,532.4,534.6,621.3
370630006002,559,584,507.3,487.7,466.9
370630006003,165,167,186.2,157.8,144.8
370630007001,207,179,272,249,282
370630007002,206,375,311,258,312
370630007003,296,287,508,524,540
370630009001,354,209,239,296,253
370630009002,298,257,262,238,277
370630010011,557,586,243,267,299
370630010012,402,364,384.7,421.1,316.4
370630010013,697,625,505,458,468
370630010021,572,659,828.4,850.9,1002
370630010022,473,537,671,739,852
370630010023,434,410,295,226,237
370630010024,696,716,588,452,502
370630011001,391,386,582.2,625.6,595.2
370630011002,296,257,447,359,306
370630013011,228,209,473.7,498.6,488.5
370630013031,445,343,587.9,543.1,525.6
370630013032,152,165,247.5,253.1,239.5
370630013041,347,345,403,447.6,418.4
370630014001,235,215,375,444,449
370630014002,264,344,506,602,464
370630015011,345,530,535,60,60
370630015021,585,516,488.2,500,526.6
370630015022,257,230,291.5,314.7,475.2
370630015023,314,292,358.2,400.9,379.8
370630015024,290,214,94.3,100.8,112.1
370630015031,194,225,343,45,51
370630016011,343,344,359.2,459.2,420.2
370630016012,472,609,530.4,508.8,611.3
370630016013,562,461,326.9,332,361.8
370630016031,214,249,290.9,295,302.6
370630016032,407,463,935.1,959,987.4
370630016033,395,332,336.3,347.3,379.3
370630016034,295,273,319.7,448.2,307.7
370630016041,322,372,503.7,625,574.1
370630016042,337,325,449.9,434.1,638.4
370630016043,400,352,656.2,753.2,662.7
370630017051,342,458,369.8,518.6,534
370630017052,387,437,550.1,536.3,516.9
370630017053,280,415,421,525.1,387
370630017061,437,437,759.4,744.9,811.2
370630017062,384,411,513.5,524.5,367.8
370630017071,234,281,361.8,352.1,288.8
370630017072,342,347,431.6,456.4,430.1
370630017073,122,173,186,239,195
370630017074,353,335,1081.4,1130.9,1134.4
370630017075,262,296,556,566.4,703.1
370630017081,442,328,1047.5,1164.2,1197.4
370630017091,426,371,633,626.1,694.1
370630017092,354,346,384.9,400.7,522.7
370630017093,658,668,1089.6,1243.8,1341.6
370630017101,386,492,613.7,518.3,612.6
370630017102,433,348,593,545,558
370630017111,474,347,544.3,602.5,511.3
370630017112,431,389,354.5,341.5,410.1
370630017113,315,302,343.9,377.6,386.6
370630018011,644,557,381.7,532.2,559.5
370630018012,201,365,546,722,554
370630018013,673,842,888,848,874.9
370630018014,614,584,847.6,862.2,897.8
370630018015,208,234,260.8,196,205.7
370630018021,640,568,740,769.2,885.2
370630018022,609,601,474.4,485.4,567.1
370630018023,624,633,667,750,663
370630018024,460,408,330,181,258
370630018061,390,415,814,893.1,741.2
370630018062,478,582,1328.2,1397.9,1120.1
370630018071,609,685,1091.3,1328.8,1327.6
370630018072,855,668,814.2,865.4,1007.5
370630018073,548,603,707.8,868.3,858.2
370630018081,465,461,582,663,675
370630018082,530,449,1348.6,1335.7,1255.8
370630018091,686,488,1012.2,934.6,1132.7
370630018092,453,525,619.3,532.5,1206
370630019001,172,168,556.6,535.4,535.4
370630019002,245,262,281.6,332.9,309.6
370630020071,399,331,401.5,689.7,626
370630020072,397,502,565.6,458.8,607.8
370630020073,172,227,352,490,422
370630020081,161,166,873,853,850
370630020082,193,220,303.8,275.1,252.7
370630020091,352,452,735,632,704
370630020092,255,307,511,505,524
370630020093,289,351,304,275,268
370630020131,296,277,499.8,536.3,514.3
370630020132,195,184,180.2,212.2,194.3
370630020133,265,247,334.1,324.5,384
370630020151,539,585,504.7,602.6,497.3
370630020152,421,591,359,512.8,453.9
370630020153,203,245,220.9,257,228.3
370630020161,531,644,566.4,643,700.9
370630020162,400,468,668.6,726.1,840.5
370630020171,342,273,426.1,453.1,429.1
370630020172,308,296,272.8,377.7,290.3
370630020173,444,372,559.6,704.4,644.7
370630020181,255,288,688.2,707.9,679.1
370630020182,492,670,767.8,688.9,827.7
370630020183,387,498,945.7,868.7,882.4
370630020191,478,424,358,461,373
370630020192,328,322,282.8,353.2,386.9
370630020193,246,272,317,306,301
370630020201,516,470,553.3,504.6,512.4
370630020202,526,538,1375.4,1499.5,1506.6
370630020211,374,359,754.7,715,622
370630020212,444,531,372.4,433,424.1
370630020221,331,354,441.3,505.4,532.1
370630020222,411,305,393.2,460.2,515.3
370630020231,232,293,192,194,214
370630020232,384,343,329.8,324.6,325.8
370630020241,396,456,641.2,617.4,650.7
370630020242,224,221,260,314,367
370630020243,211,182,182.9,200.6,194.7
370630020251,538,464,587,754,811
370630020252,486,454,765.3,781.3,733.1
370630020253,412,334,440,516,435
370630020261,511,509,860,830,856
370630020262,779,753,2141.7,2088.6,2171.7
370630020271,630,467,939.7,739.8,722
370630020272,815,828,877.8,1071.9,998
370630020273,522,683,493.1,571.6,531.8
370630020281,520,503,771.3,822.7,710.3
370630020282,542,469,441,705.4,635.2
370630020283,457,491,753.4,1059.2,1004.6
370630021001,316,307,656,690,698.2
370630021002,462,420,649.7,452.7,424.7
370630021003,315,301,488.5,448.2,417
370630022001,270,223,393.1,327.6,414.8
370630023001,197,200,214.1,173.3,144
370630023002,164,184,121.9,98.7,82
370639801001,12,12,13,14,14
