id,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020,y_2021
370630001011,373,207,112,69,46,83,156,271,56,312,302
370630001012,184,110,237,251,161,85,240,179,116,211,449
370630001021,113,63,59,33,38,65,70,91,142,193,312
370630001022,70,72,200,267,250,314,105,128,130,294,167
370630002001,200,286,151,160,396,94,77,43,100,41,188
370630002002,151,123,181,72,72,100,55,111,105,111,212
370630002003,282,370,387,412,417,450,536,562,74,795,
370630003011,74,67,114,77,75,79,57,64,86,43,47
370630003012,230,119,126,99,119,40,77,71,56,192,128
370630003013,52,40,15,27,94,188,380,108,69,111,182
370630003021,198,167,226,234,250,328,654,690,51,324,705
370630003022,127,141,99,78,50,50,57,36,71,85,96
370630003023,164,113,147,201,156,212,133,64,99,181,141
370630004011,211,78,126,116,161,156,470,197,58,389,257
370630004012,730,326,198,92,67,254,753,528,49,320,
370630004013,161,93,152,90,151,287,409,604,37,688,429
370630004021,120,182,137,121,138,117,156,106,128,315,315
370630005001,86,168,73,131,64,274,258,384,55,,
370630005002,47,26,57,137,169,90,191,47,58,,
370630005003,41,30,31,50,42,32,54,36,84,159,226
370630005004,188,137,161,117,64,123,83,85,124,91,122
370630006001,82,77,144,58,90,89,88,69,182,67,40
370630006002,117,138,60,67,102,329,141,275,159,,
370630006003,,,,,,,,434,54,,
370630007001,197,79,64,47,69,240,,528,108,242,249
370630007002,240,262,736,188,271,132,132,142,50,217,758
370630007003,304,216,137,109,119,126,130,159,63,475,742
370630009001,18,27,36,72,102,131,167,295,72,397,596
370630009002,135,164,169,143,119,125,170,286,71,117,202
370630010011,139,142,152,152,95,118,129,241,106,114,444
370630010012,171,100,108,139,80,109,161,204,137,378,671
370630010013,197,278,224,174,239,209,240,292,103,253,221
370630010021,195,219,118,153,164,120,128,106,177,163,479
370630010022,42,264,83,60,65,93,23,36,128,336,312
370630010023,190,369,289,169,240,184,301,53,130,368,364
370630010024,182,99,311,74,83,105,196,78,166,153,99
370630011001,73,97,66,87,124,44,76,83,108,328,420
370630011002,191,151,80,41,53,61,106,57,92,65,86
370630013011,102,110,71,55,52,56,57,81,66,270,376
370630013031,192,132,188,193,116,165,246,209,82,106,95
370630013032,298,155,91,191,174,273,113,64,76,23,28
370630013041,28,57,54,64,65,126,60,52,119,302,272
370630014001,117,105,74,127,298,125,87,147,50,217,14
370630014002,530,376,179,247,279,223,221,134,122,158,240
370630015011,1526,1014,45,89,178,168,106,120,14,,
370630015021,27,34,34,39,49,94,52,49,208,93,74
370630015022,50,49,76,79,85,72,34,32,162,212,176
370630015023,20,20,29,24,27,31,42,31,178,152,199
370630015024,208,46,380,132,182,220,,61,96,62,56
370630015031,,,,,,,,,12,,
370630016011,,,,,,,,,63,,
370630016012,540,549,611,144,,,606,260,100,,
370630016013,224,157,138,415,201,155,162,,54,,
370630016031,,,,,,,,,12,,
370630016032,,,,,,,607,,112,,
370630016033,384,428,521,804,710,903,,,32,,
370630016034,,,,,,,,,12,,
370630016041,477,779,757,441,319,292,609,1050,47,,
370630016042,,,381,,857,879,857,,43,,
370630016043,,,,355,,397,407,961,42,,
370630017051,212,575,298,275,168,158,184,118,72,627,484
370630017052,57,56,50,92,65,144,116,124,135,188,320
370630017053,39,106,76,77,85,90,124,83,128,249,197
370630017061,98,94,65,80,79,58,85,104,159,287,273
370630017062,177,102,152,128,39,40,91,103,159,97,71
370630017071,,623,,,,333,,315,46,,
370630017072,87,,274,270,272,314,153,132,103,,
370630017073,,,,,,,,,12,,
370630017074,74,95,127,102,340,111,137,345,51,,
370630017075,217,574,148,333,493,580,321,430,101,1032,917
370630017081,89,103,44,79,106,99,166,164,116,,
