id,y_2021
370630020241,902400
370630018015,11792400
370630017092,67200
370630009001,1600
370630004013,4100
370630003012,0
370630003023,17000
370630020152,557400
370630018011,808000
370630003011,700
370630009002,0
370630003021,156300
370630018012,333400
370630018014,1288800
370630014001,123200
370630002003,60200
370630020182,1779100
370630002002,2600
370630003022,36000
370630004011,369000
370630020082,1510300
370630013011,1000
370630018021,891100
370630016012,4463900
370630018022,51400
370630001012,600300
370630003013,0
370630005004,62600
370630001021,627800
370630015022,0
370630004012,234800
370630005002,55900
370630014002,2900
370630011001,0
370630018013,2019900
370630011002,0
370630018023,373500
370630020081,946500
370630002001,370800
370630001011,384100
370630020093,438700
370630004021,0
370630010021,155200
370630005001,61200
370630005003,15800
370630006001,297400
370630015031,0
370630010022,93800
370630010023,0
370630010024,1500
370630013031,6900
370630013041,145100
370630015011,312600
370630020073,16500
370630015021,0
370630013032,33700
370630010011,0
370630020261,98200
370630010012,600
370630017052,960000
370630017053,831000
370630017113,2700
370630010013,35300
370630022001,0
370630015024,86800
370630020071,111100
370630017101,853600
370630023001,4400
370630017102,186900
370630017111,1266200
370630023002,1300
370630017112,271200
370630020072,1394200
370630020262,525300
370630020151,627700
370630020161,137800
370630017081,2521000
370630017051,171500
370630017091,29100
370630017093,1934400
370630020091,682400
370630020092,538200
370630006002,1029100
370630007001,8500
370630007002,547400
370630007003,342400
370630015023,256700
370630018073,812500
370630001022,1013700
370630006003,2465100
370630017075,1864400
370630018062,3585400
370630020153,333300
370630020162,220500
370630020271,2318100
370630020251,1445400
370630018024,414600
370630018071,301500
370630020172,1664300
