id,y_2001,y_2002,y_2003,y_2004,y_2005,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019
370630015021,47810,91221,87864,144354,198003,212310,206055,206055,319192,255539,206055,158266,158266,267939,164962,182774,250142,573224
370630015022,,,,,,,,,,0,0,0,0,,,,2354746,5506391
370630015023,118834,51650,51650,808459,1175941,2057896,2342404,2177612,2260008,2580176,2175258,1935132,1775048,1697360,1693013,1613794,4211056,9139679
370630016011,92340,92340,197394,211455,634002,1499784,1909848,2333834,2102647,2775317,2782750,2926686,2229190,2538000,3005047,2710924,4627580,9756328
370630016012,713319,1037627,1348570,1333122,1365914,1957874,1898738,2223375,1637534,2743045,2993959,3917942,3975230,3651712,3613034,3387701,5975397,12504896
370630016013,550334,653215,535004,1255325,916840,1403031,1102058,959669,742658,1025522,1344420,1793421,2086212,1494667,1217042,1271760,1657885,3793035
370630016031,86775,254916,340972,234055,147999,0,0,0,119843,346983,260987,264730,131388,212392,318139,627128,737278,1876288
370630016032,849286,1064963,770401,1279916,1396576,1404736,2837361,3934796,3219933,4647154,4457818,4526017,4980629,5293148,5517571,5331963,5667262,8680875
370630016033,406255,497526,657202,509854,860932,569051,898783,1086722,1420584,1041213,928497,1317786,1217251,970124,814854,899935,1463525,3307557
370630016034,457045,873242,1129146,2387949,2175483,1898022,2539459,2238976,3216741,3094405,3741623,3773787,2915012,2330196,1856357,1627223,2034248,5219576
370630016041,305202,351464,359762,802989,911767,696556,1787003,2125860,1588472,2419757,2249405,2764946,2261950,1729005,2117491,2217701,2785095,4980285
370630016042,777884,1477936,2080387,2550371,2351838,1246517,1879040,1982512,1600837,3557509,2725245,2831186,1989991,2197361,1926385,1473082,1678055,5444603
370630016043,329688,551698,413871,622020,426282,883123,785034,1712935,1827284,2134079,1959526,2192837,3431009,2178481,1993479,1605091,3063801,5229224
370630017051,639532,652825,774174,965425,1260295,1309257,1431383,2181697,1896992,1699843,2503494,2500667,1728565,1806306,1483889,1513958,1844929,5263124
370630017052,1563702,469471,480203,1288642,496397,604396,1538952,1403767,2430097,2025026,2303600,2539197,3126090,2223568,2057220,2184068,3082849,8568718
370630017053,458059,525222,600904,687928,1110176,1006793,1010245,1237471,1431315,1205828,1542487,1078930,1178141,1305254,1356570,1275655,31690110,75218165
370630017061,806301,1181354,1527911,1006174,928269,1836488,2087747,2225967,2355106,2777482,2180083,2349109,4366549,6229250,9664496,10053215,14522063,31144857
370630017062,2454167,2451068,2528782,3135099,2513988,3333627,3483033,4483517,4249988,5479142,5722169,5282438,5143149,5142280,4568637,4120405,5741480,13638056
370630017071,1086492,847508,939293,1196391,771391,1400184,2009277,2355226,1417447,1464843,976783,1086343,901569,901569,993309,1271355,1731039,3435377
370630017072,914735,969034,805983,1228812,1411278,992276,1091954,1279121,1616784,2070560,2320951,2798663,2260786,2549068,2634143,2812525,4194866,10386030
370630017073,366295,366295,481165,481165,586590,321412,607050,848159,239881,712146,461334,365441,365441,365441,397963,835601,956436,2383650
370630017074,637961,884958,763374,1085715,993049,1613751,2405154,2650973,2416218,2116532,1889629,1932309,1712636,2148604,2058575,2170937,3418943,8344977
370630017075,402690,411402,536951,774415,703764,978876,3471114,5712116,4095542,3687976,5952623,5986056,6562472,7178539,8013231,7585411,10995600,21242301
370630017081,1622853,1621713,1550700,1576419,1992396,4194111,7794993,8940276,9945474,10148639,10696209,11482043,13263230,14158460,13263025,12387882,15169951,33505283
370630017091,545477,633311,654474,639740,472863,512581,925668,778815,677429,1063017,1276893,1047620,1022461,1203784,1078846,923373,1401038,4170932
370630017092,604304,453913,457926,471153,488610,650273,836357,764750,954474,743627,1173149,763868,840955,1407571,1141047,958270,1456779,5352518
370630017093,92834,175320,557367,1122724,2165480,2062674,3276350,4130960,4024305,4555452,4739902,4964230,5064626,5300881,4349562,4332685,7361770,18172802
370630017101,978735,925358,1179122,1337397,1509810,1370253,2267432,2218823,3099252,3395677,3297777,3987723,4588358,5194724,4562763,4278458,5410470,13286996
370630017102,322800,179400,441012,715398,664811,795189,1235756,1210703,1176580,1117044,1337398,1169733,1736259,1722221,1505980,1251258,1384148,2999230
370630017111,151352,151352,151352,307648,372869,298532,738811,1090790,1016704,1226295,1316329,1226295,813097,1240929,1256879,1266672,1800539,3238305
370630017112,0,0,452479,592205,592205,905921,1744799,1744799,1744799,1935599,2032984,2324347,2036106,1876654,1726580,1381472,1809989,4988160
370630017113,1225772,1388773,1171728,1213028,1354534,1046320,1486262,1685961,1886619,1665705,1652109,1803201,2055857,2187093,1823381,1467064,1965496,4414916
370630018011,600637,674809,1047265,1311879,1510515,1782601,1732119,1617496,2439994,3743853,3025809,2384430,3571113,5104519,4738972,3895865,5045089,12321084
370630018012,203453,258691,99238,182865,337137,307814,550890,458336,667850,793453,658648,874611,961460,882915,598951,480998,857456,1818519
370630018013,764789,718216,1022874,1026297,1334567,2804894,4023327,3723155,2876465,3838674,3056543,3510505,4158748,5460777,4845171,4669638,6942865,17252135
370630018014,319682,319682,319682,491958,930738,783833,1617108,1542022,1120828,1256378,1566244,1133853,1605422,1748533,1369232,1468598,2094407,5212130
370630018015,185799,342658,195375,151427,151427,192464,412519,412519,501259,447372,276032,326652,428210,326652,349856,462100,894500,2039428
370630018021,587013,543735,1030119,1471358,1061322,1009821,1307731,1017752,1697394,1084726,1096833,1366647,1366344,1470580,1218094,1515625,1893846,4994033
370630018022,128059,539262,120670,698646,632392,1040740,1213037,1149215,1202026,1194147,1034328,1139919,1487545,1572152,1186054,1670340,2253734,5265931
