id,y_1998,y_1999,y_2000,y_2001,y_2002,y_2003,y_2004,y_2005,y_2006,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
370630020191,,,,,,,150.54347826087,151.946754005111,156.811894882434,159.154929577465,162.288796343851,157.828282828283,158.063485833713,151.222116335109,153.611853422833,154.202050891101,160.61874612365,161.795407098121,161.795407098121,161.996428906086,165.655533878738,169.608740087162,180.61555075594
370630020201,89.0063424947146,90.9749034749035,92.6514716094166,93.2284215546018,95.1877448011626,99.598686610726,105.407104175706,109.672689800793,115.839099857249,120.616593002379,119.261357742645,117.684478371501,114.021329987453,110.233629483383,108.96898575021,111.762163386387,117.364260225869,121.184907900993,125.120044959957,128.998296035968,142.171976704351,149.882903981265,166.612218229337
370630018061,65.7528706464505,71.2025316455696,77.8181818181818,80.7272727272727,82.7968526466381,81.1301859799714,81.6932788711474,80.8466394355737,83.7767022696929,84.9797097884899,88.8162285539853,94.6054750402576,100.468854655057,86.0549463930557,83.7851158206013,83.7851158206013,85.2028511651522,90.4183535762483,104.501607717042,109.993293091885,114.882989123793,120.598728090585,128.084179970972
370639801001,,,,,,,,,,,,,,,,,,,,,,,
370630020241,85.9774820880246,89.055899400727,91.4396887159533,92.8322548531608,96.1272475795297,100.540429351485,104.166666666667,106.828193832599,109.596510359869,113.739763421292,117.26659167604,115.234375,112.672384478785,108.253588516746,109.754393534527,112.157347746867,116.078860905135,121.102516712072,125.020840280093,130.576713819369,139.381443298969,150.797607178465,160.158482815925
370630020272,89.492779889325,90.7577019150708,93.2773109243697,99.4535519125683,99.7425997425997,100.320512820513,102.038673420342,105.193951347798,109.188168659534,112.272612861503,113.633274526774,116.497475095486,113.497182927099,109.002910329659,106.971847303793,106.177606177606,109.860664523044,115.821678321678,120.468080736959,127.827250137994,134.930267796401,142.072264217097,150.273224043716
370630018015,55.9284116331096,12.1951219512195,13.8888888888889,17.7865612648221,58.3982202447163,73.2802672955975,88.2140274765004,90.0659405352028,87.4291115311909,94.3134302611559,94.7521865889213,93.6983841422989,90.3832248734635,90.3832248734635,108.978060046189,110.182099330025,102.019037455575,91.1854103343465,105.567606652205,105.567606652205,100.868590641636,100.868590641636,63.1001371742112
370630021002,18.033946251768,38.9991668167898,79.0335615541783,85.5336556340647,89.2454954954955,89.2219842969308,89.2454954954955,93.9230343300111,91.1546252532073,98.1253661394259,96.7238689547582,102.672750977836,99.0699539923093,89.9353274050121,89.0704162501575,87.0406189555126,96.7753205464137,95.2380952380952,101.576182136602,107.948969578018,112.509652509653,119.286433425623,127.167630057803
370630009001,22.5490196078431,27.9465137022114,35.7984616470256,40.6489737516471,41.8569998370236,41.9664268585132,41.9664268585132,47.7941176470588,47.7941176470588,51.2422360248447,26.9607843137255,31.8181818181818,12.7903971294776,17.4287259768359,17.4287259768359,30.5410122164049,32.3809523809524,66.6666666666667,68.1829298116899,118.89968294728,126.192223037417,161.150512214342,158.027923921285
370630019002,60.2736185406952,20.4498977505112,89.4118469535465,94.5953689081897,94.7054436987323,94.8051948051948,93.3589481930443,98.3695652173913,102.833643206965,114.766081871345,115.932226904601,116.824980893111,110.779220779221,108.766233766234,107.789855072464,107.791031432336,105.988455988456,112.612612612613,118.243243243243,128.105762653899,141.871850615973,151.462994836489,157.894736842105
