id,y_2010,y_2011,y_2016,y_2019
370630001011,1303,893,1186,1099
370630001012,1961,1812,1883,2051
370630001021,2653,2673,2523,2302
370630001022,1996,1844,1863,2128
370630002001,893,1064,1273,1094
370630002002,1149,1096,1049,1162
370630002003,996,1147,894,1087
370630003011,1070,1382,1050,1108
370630003012,741,661,657,592
370630003013,788,629,747,681
370630003021,800,692,916,938
370630003022,1143,1353,1111,1314
370630003023,1591,1526,1529,1567
370630004011,921,724,810,888
370630004012,952,1020,1160,1076
370630004013,711,1287,946,936
370630004021,2027,1961,2242,2337
370630005001,1179,627,1007,1100
370630005002,605,542,622,576
370630005003,1322,811,894,899
370630005004,1103,854,1973,1957
370630006001,2530,2815,2582,2817
370630006002,2270,2523,2461,2222
370630006003,529,314,516,465
370630007001,737,999,1169,1200
370630007002,1069,793,1256,1276
370630007003,1105,1185,1181,1206
370630009001,832,928,1033,959
370630009002,881,801,773,751
370630010011,911,1475,694,864
370630010012,1337,652,1694,1421
370630010013,1323,2494,1748,1421
370630010021,3145,3049,2209,3056
370630010022,803,880,924,674
370630010023,870,518,916,860
370630010024,1331,990,1730,1341
370630011001,1990,1574,1848,1760
370630011002,1305,1251,1325,1423
370630013011,1146,1008,1486,1382
370630013031,3157,2880,3175,3354
370630013032,571,404,753,631
370630013041,2613,2772,3226,3411
370630014001,996,987,397,353
370630014002,1668,1934,2108,2044
370630015011,3097,2929,3162,3387
370630015021,2504,2684,2878,2649
370630015022,1060,907,756,828
370630015023,2178,2029,2145,2082
370630015024,474,803,398,369
370630015031,1960,1836,1671,1727
370630016011,1155,1477,1270,1342
370630016012,3050,2899,3603,3841
370630016013,1748,1950,1234,1252
370630016031,641,504,600,497
370630016032,2702,3004,3043,3294
370630016033,1269,1189,1240,1323
370630016034,1820,1570,1703,1715
370630016041,2029,1866,1793,1931
370630016042,2877,3203,2837,2817
370630016043,1867,1725,1902,1633
370630017051,1661,1442,1373,1722
370630017052,1573,1737,2229,1936
370630017053,1417,1138,1513,1392
370630017061,2378,2328,3119,3169
370630017062,1925,2125,2069,2152
370630017071,1084,1333,959,858
370630017072,1643,2002,1493,1843
370630017073,636,499,483,539
370630017074,1787,1679,2023,1990
370630017075,1461,1562,1765,1855
370630017081,4106,4612,5273,5245
370630017091,982,833,1261,1376
370630017092,991,724,1009,872
370630017093,4292,4905,4952,4716
370630017101,2688,2524,3188,3297
370630017102,2230,1622,1331,1597
370630017111,1364,1281,1244,1216
370630017112,1663,1492,1666,1706
370630017113,1619,1554,1563,1543
370630018011,1959,2114,1705,1616
370630018012,679,463,1066,1182
370630018013,2623,3108,3122,3166
370630018014,1302,1152,1937,2296
370630018015,767,535,435,358
370630018021,2116,2197,2274,2272
370630018022,1661,1714,2223,1986
370630018023,2235,2332,1936,2504
370630018024,925,736,1518,1359
370630018061,1754,1885,2032,1565
370630018062,4019,3575,5511,5851
370630018071,3326,3562,3025,3192
370630018072,3533,3457,3787,4014
370630018073,2779,2392,2623,2949
370630018081,2132,1920,2582,1950
370630018082,3032,3380,7162,8457
370630018091,2561,2897,3657,3855
370630018092,2725,3437,2514,2362
370630019001,735,433,1493,1806
370630019002,2164,1943,2635,2612
370630020071,1765,1736,1737,1752
370630020072,2386,2209,2546,2328
370630020073,834,911,646,775
370630020081,980,892,870,958
370630020082,1978,2207,2195,2111
370630020091,1962,2026,1771,2249
370630020092,1138,872,1115,1126
370630020093,1676,1734,1802,1677
370630020131,1591,1418,1373,1569
370630020132,935,936,1181,1016
370630020133,2092,2282,2023,2094
370630020151,2368,2050,3489,3471
370630020152,2286,2142,1783,1693
370630020153,698,805,666,637
370630020161,3375,3366,2870,3081
370630020162,2241,2449,2592,2223
370630020171,2368,2320,2550,2652
370630020172,1365,1429,1312,1425
370630020173,3082,2952,3943,3583
370630020181,2377,2465,2723,2570
370630020182,2814,3119,3730,4033
370630020183,2546,2542,2956,2984
370630020191,1464,1608,1061,1539
370630020192,1584,1603,1622,1860
370630020193,1494,1684,1865,1665
370630020201,2104,2149,2040,2168
370630020202,3972,4001,5117,5277
370630020211,3106,3331,2971,3007
370630020212,1454,1159,1405,1278
370630020221,1878,2497,2529,2388
370630020222,2598,2130,2366,2431
370630020231,1233,1134,1577,1491
370630020232,1661,1679,1696,1796
370630020241,3707,3667,4229,4184
370630020242,1062,713,1093,1125
370630020243,1257,1319,1099,1052
370630020251,2166,2555,2694,2671
370630020252,2578,1891,2990,2719
370630020253,1411,1455,1478,1356
370630020261,2312,1901,3342,3504
370630020262,3662,3711,3652,3792
370630020271,1512,2055,1397,2510
370630020272,4334,4178,6329,5388
370630020273,1673,1439,2269,2669
370630020281,2311,2366,2698,2955
370630020282,1214,999,2111,2404
370630020283,2658,2645,4383,4842
370630021001,2304,2201,2234,2280
370630021002,2242,5628,5324,5110
370630021003,1946,1479,1838,1810
370630022001,2024,1795,2054,2091
370630023001,1164,1188,1007,1102
370630023002,181,359,590,531
370639801001,4,90,0,0
