id,y_2010,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
370630000000,1261,973,1165,1369,1186,1099,
370630000000,1891,1922,1861,1705,1883,2051,
370630000000,2585,2716,2918,2900,2523,2302,
370630000000,1950,1729,1588,1620,1863,2128,
370630000000,861,1424,1219,1320,1273,1094,
370630000000,1111,844,903,1027,1049,1162,
370630000000,974,922,1117,972,894,1087,
370630000000,1019,1005,995,1068,1050,1108,
370630000000,728,609,714,768,657,592,
370630000000,757,938,869,782,747,681,
370630000000,779,809,849,986,916,938,
370630000000,1114,1141,1206,929,1111,1314,
370630000000,1533,1528,1538,1495,1529,1567,
370630000000,898,810,789,848,810,888,
370630000000,931,1129,1189,1144,1160,1076,
370630000000,694,943,1057,975,946,936,
370630000000,1963,2021,2054,2093,2242,2337,
370630000000,1155,769,924,996,1007,1100,
370630000000,584,649,616,529,622,576,
370630000000,1289,954,1039,1017,894,899,
370630000000,1065,1105,1191,1628,1973,1957,
370630000000,2431,2973,2989,2889,2582,2817,
370630000000,2228,2636,2406,2317,2461,2222,
370630000000,518,539,622,528,516,465,
370630000000,718,998,909,970,1169,1200,
370630000000,1030,1087,1475,1324,1256,1276,
370630000000,1082,1395,1347,1451,1181,1206,
370630000000,801,1010,845,1089,1033,959,
370630000000,867,1166,1154,1020,773,751,
370630000000,878,1333,1296,884,694,864,
370630000000,1299,1034,1175,1404,1694,1421,
370630000000,1289,1963,1906,1513,1748,1421,
370630000000,3045,2643,2654,2525,2209,3056,
370630000000,787,1059,898,1097,924,674,
370630000000,846,802,641,749,916,860,
370630000000,1296,1421,1583,1752,1730,1341,
370630000000,1947,2087,2321,2116,1848,1760,
370630000000,1278,1248,1296,1309,1325,1423,
370630000000,1128,1292,1408,1384,1486,1382,
370630000000,3121,2991,3122,3154,3175,3354,
370630000000,555,474,469,492,753,631,
370630000000,2557,2798,3006,3305,3226,3411,
370630000000,984,733,626,438,397,353,
370630000000,1625,1727,1916,1937,2108,2044,
370630000000,3070,2836,2911,2948,3162,3387,
370630000000,2391,2996,2827,2861,2878,2649,
370630000000,1024,1011,947,806,756,828,
370630000000,2117,1927,2129,1919,2145,2082,
370630000000,454,507,389,455,398,369,
370630000000,1941,1621,1642,1638,1671,1727,
370630000000,1124,1482,1407,1488,1270,1342,
370630000000,2984,2808,3190,3309,3603,3841,
370630000000,1698,1548,1517,1264,1234,1252,
370630000000,638,652,751,596,600,497,
370630000000,2624,2893,2885,3136,3043,3294,
370630000000,1227,1348,1210,1250,1240,1323,
370630000000,1782,1362,1431,1506,1703,1715,
370630000000,1979,1947,1882,1864,1793,1931,
370630000000,2842,2744,2647,2781,2837,2817,
370630000000,1824,2086,2070,2019,1902,1633,
370630000000,1611,1667,1747,1362,1373,1722,
370630000000,1535,2033,2084,2443,2229,1936,
370630000000,1373,1035,1371,1393,1513,1392,
370630000000,2310,2822,3313,3250,3119,3169,
370630000000,1869,1986,1720,1704,2069,2152,
370630000000,1068,1109,1159,983,959,858,
370630000000,1601,1945,1862,1857,1493,1843,
370630000000,627,340,438,402,483,539,
370630000000,1744,1963,1994,1912,2023,1990,
370630000000,1445,1557,1589,1678,1765,1855,
370630000000,3989,5414,5260,5674,5273,5245,
370630000000,971,896,681,1028,1261,1376,
370630000000,975,933,1027,1020,1009,872,
370630000000,4163,4660,4769,4878,4952,4716,
370630000000,2581,2531,3022,3048,3188,3297,
370630000000,2124,1713,1326,1354,1331,1597,
370630000000,1305,1278,1161,1280,1244,1216,
370630000000,1616,1847,1821,1850,1666,1706,
370630000000,1582,1575,1638,1610,1563,1543,
370630000000,1890,2719,1693,1745,1705,1616,
370630000000,658,412,750,716,1066,1182,
370630000000,2550,2995,3758,3637,3122,3166,
370630000000,1279,1393,1159,1367,1937,2296,
370630000000,746,489,492,438,435,358,
370630000000,2033,2108,2310,2463,2274,2272,
370630000000,1629,1670,1855,2319,2223,1986,
370630000000,2176,2263,2125,2046,1936,2504,
370630000000,898,816,1162,1365,1518,1359,
370630000000,1742,2168,2159,2118,2032,1565,
370630000000,3930,3506,3845,4688,5511,5851,
370630000000,3266,3055,2882,3439,3025,3192,
370630000000,3450,3515,3631,3789,3787,4014,
370630000000,2700,2722,2640,2404,2623,2949,
370630000000,2080,2092,2389,2404,2582,1950,
370630000000,2966,5026,5565,6328,7162,8457,
370630000000,2484,2826,2781,3167,3657,3855,
370630000000,2664,3270,2667,2769,2514,2362,
370630000000,729,663,659,966,1493,1806,
370630000000,2118,2348,2443,2487,2635,2612,
370630000000,1732,2001,1827,2006,1737,1752,
370630000000,2306,2133,2529,2388,2546,2328,
370630000000,816,730,725,778,646,775,
370630000000,960,859,921,896,870,958,
370630000000,1947,2210,2180,2207,2195,2111,
370630000000,1904,1692,1601,1494,1771,2249,
370630000000,1119,1019,1151,1220,1115,1126,
370630000000,1662,1692,1807,1842,1802,1677,
370630000000,1553,1375,1387,1316,1373,1569,
370630000000,898,957,1018,999,1181,1016,
370630000000,2030,2351,2145,2132,2023,2094,
370630000000,2253,2865,2595,3038,3489,3471,
370630000000,2183,1845,2153,2062,1783,1693,
370630000000,691,736,757,682,666,637,
370630000000,3228,2825,2982,3323,2870,3081,
370630000000,2156,3008,2749,2618,2592,2223,
370630000000,2308,2318,2352,2415,2550,2652,
370630000000,1339,1474,1466,1283,1312,1425,
370630000000,3007,3658,3797,3808,3943,3583,
370630000000,2327,2397,2422,2489,2723,2570,
370630000000,2701,3358,3610,3799,3730,4033,
370630000000,2455,2447,2642,3193,2956,2984,
370630000000,1399,1434,1372,1345,1061,1539,
370630000000,1536,1812,1784,1783,1622,1860,
370630000000,1473,1504,1688,1711,1865,1665,
370630000000,2032,2585,2102,2258,2040,2168,
370630000000,3862,4317,4869,4635,5117,5277,
370630000000,3016,2938,2807,3173,2971,3007,
370630000000,1416,1538,1711,1237,1405,1278,
370630000000,1822,2244,2427,2366,2529,2388,
370630000000,2485,2372,2261,2272,2366,2431,
370630000000,1195,1156,1446,1412,1577,1491,
370630000000,1613,1988,1862,1785,1696,1796,
370630000000,3582,3872,4070,4247,4229,4184,
370630000000,1033,970,928,1169,1093,1125,
370630000000,1233,1297,1190,1059,1099,1052,
370630000000,2114,2873,2681,2765,2694,2671,
370630000000,2464,2283,2553,2841,2990,2719,
370630000000,1360,1427,1664,1424,1478,1356,
370630000000,2265,2368,2538,2531,3342,3504,
370630000000,3548,4017,3896,3860,3652,3792,
370630000000,1473,2408,1481,1201,1397,2510,
370630000000,4164,4751,5679,5872,6329,5388,
370630000000,1635,1783,1939,2225,2269,2669,
370630000000,2246,2917,2778,2699,2698,2955,
370630000000,1183,1372,1676,1774,2111,2404,
370630000000,2572,2794,3150,3546,4383,4842,
370630000000,2270,2047,2152,2204,2234,2280,
370630000000,2193,5487,5549,5336,5324,5110,
370630000000,1899,1713,1583,1609,1838,1810,
370630000000,1946,1758,1835,2153,2054,2091,
370630000000,1154,962,1058,1062,1007,1102,
370630000000,177,403,426,284,590,531,
370640000000,4,0,0,0,0,0,
