"id","y_2010","y_2015","y_2016","y_2017"
370630001011,,10.5156908664071,8.12807061651424,6.19428298408712
370630001012,,2.60047750597144,1.24390921135371,2.36263053492435
370630001021,,1.25112670358125,0.411240575736806,1.55939711197809
370630001022,,3.03633611132336,3.78363771447726,3.7117201147296
370630002001,,2.83264252895715,2.73014589804912,2.74164376018887
370630002002,,1.4410698702103,1.34679340770299,1.1841330181307
370630002003,,1.30151843817787,1.07430617726052,1.23456790123457
370630003011,,2.15575198277667,2.325214869664,2.85594297241421
370630003012,,1.97044334975369,1.87312558967147,1.74007175921189
370630003013,,1.65476977002796,1.38089758342923,1.53452685421995
370630003021,,2.97277270829562,1.41342756183746,7.74302115311044
370630003022,,4.78887671691131,5.82047995418477,6.3640580113177
370630003023,,1.62045590964863,3.37555716808064,3.08715940100606
370630004011,,1.48148148148148,2.23248683626008,2.62323065165689
370630004012,,1.43929471410019,1.80984542049543,2.95331923032104
370630004013,,1.27253446447508,1.1352885525071,1.23076923076923
370630004021,,3.46913645314691,2.53987112784417,2.81619532103709
370630005001,,4.12183747363937,3.77593086303699,2.90840101468515
370630005002,,2.49823864166182,4.56209269363519,4.62192608866865
370630005003,,3.77387779486021,3.43937142072295,3.60921256633103
370630005004,,1.79364687002977,1.00755667506297,1.31845419007053
370630006001,,5.07934322467628,5.2855794220928,5.56399088365228
370630006002,,0.911576130919804,1.03193932361182,3.5184332058248
370630006003,,5.23444324773021,5.12954179135174,5.85922035153878
370630007001,,1.20240480961924,2.01911109789357,2.04521191074326
370630007002,,3.4913448443103,2.84348170898544,3.38568262820849
370630007003,,2.56083876953695,2.17495244325478,2.33429222692534
370630009001,,1.18811881188119,1.42011834319527,1.10192837465565
370630009002,,1.18823148976059,3.26080678254881,4.32987205035876
370630010011,,9.82779063079124,11.672102012288,5.00898492965018
370630010012,,12.2548523257905,7.08939890367665,6.25481155831754
370630010013,,11.7791987742739,12.3800349206361,0.80388499173585
370630010021,,2.36076948536672,2.14018058542884,1.82607637748704
370630010022,,1.13314447592068,1.33630289532294,1.09389243391067
370630010023,,1.49625935162095,1.87207488299532,1.60213618157543
370630010024,,4.93838396029259,5.05805178328633,4.59040074315494
370630011001,,0.996026576672981,1.12657983027916,1.37544345886972
370630011002,,1.1542181141743,1.11114009438942,1.1004693830864
370630013011,,3.03556879484415,3.20420494205786,3.33848949570918
370630013031,,1.64519698134843,1.66561882296361,1.51894825684125
370630013032,,2.82317981830087,2.55863539445629,2.4390243902439
370630013041,,2.76527468504052,4.49469182616521,10.6464865921735
370630014001,,6.48630993718121,7.12166436570506,2.73972602739726
370630014002,,12.3104799345467,10.7907002264925,2.19324990849754
370630015011,,1.81108010666197,1.52530745534287,1.58650778594242
370630015021,,1.79496978605167,1.99675811951816,3.44666595572011
370630015022,,2.71324993797782,2.89939045639711,1.48883374689826
370630015023,,5.51550295339429,5.43870304435428,5.99757658353762
370630015024,,2.36686390532544,10.184876345217,8.55520288891829
370630015031,,3.10950526749395,2.27787075740612,2.13193235790032
370630016011,,3.34911714292593,3.31011985634286,2.32836817353209
370630016012,,1.49733004549417,2.26659755084901,3.0460034504022
370630016013,,0.775193798449612,0.791034937376401,0.949367088607595
370630016031,,1.84049079754601,1.59786950732357,2.01342281879195
370630016032,,1.79890538459924,2.71500966977333,2.65830925065016
370630016033,,4.64494639002977,5.44087688740996,5.96510364034021
370630016034,,0.881057268722467,0.838574423480084,1.54038746494655
370630016041,,4.28630239311964,4.10567760429362,3.71916611116753
370630016042,,1.37763026527759,1.35829952976074,3.14417488730513
370630016043,,3.93228622160649,3.80242012949798,3.37195877695208
370630017051,,1.055500270079,0.925875781377394,1.28716190612422
370630017052,,0.59026069847516,0.575815738963532,0.49119934506754
