"id","y_2013","y_2014","y_2015","y_2016","y_2017","y_2018","y_2019","y_2020"
370630001011,0.716634850005315,0.716634850005315,0.716634850005315,0.716634850005315,0.716634850005315,0.716634850005315,0.716634850005315,0.716634850005315
370630001012,0.599034185441264,0.599034185441264,0.599034185441264,0.599034185441264,0.599034185441264,0.599034185441264,0.599034185441264,0.599034185441264
370630001021,0.60336450023901,0.60336450023901,0.60336450023901,0.60336450023901,0.60336450023901,0.60336450023901,0.60336450023901,0.60336450023901
370630001022,0.933371548307241,0.933371548307241,0.933371548307241,0.933371548307241,0.933371548307241,0.933371548307241,0.933371548307241,0.933371548307241
370630002001,0.713685029119468,0.713685029119468,0.713685029119468,0.713685029119468,0.713685029119468,0.713685029119468,0.713685029119468,0.713685029119468
370630002002,0.195195910317209,0.195195910317209,0.195195910317209,0.195195910317209,0.195195910317209,0.195195910317209,0.195195910317209,0.195195910317209
370630002003,0.2575708756084,0.2575708756084,0.2575708756084,0.2575708756084,0.2575708756084,0.2575708756084,0.2575708756084,0.2575708756084
370630003011,0.348454934576896,0.348454934576896,0.348454934576896,0.348454934576896,0.348454934576896,0.348454934576896,0.348454934576896,0.348454934576896
370630003012,0.101652433369012,0.101652433369012,0.101652433369012,0.101652433369012,0.101652433369012,0.101652433369012,0.101652433369012,0.101652433369012
370630003013,0.10114601858055,0.10114601858055,0.10114601858055,0.10114601858055,0.10114601858055,0.10114601858055,0.10114601858055,0.10114601858055
370630003021,0.23515910179466,0.23515910179466,0.23515910179466,0.23515910179466,0.23515910179466,0.23515910179466,0.23515910179466,0.23515910179466
370630003022,0.173365466691231,0.173365466691231,0.173365466691231,0.173365466691231,0.173365466691231,0.173365466691231,0.173365466691231,0.173365466691231
370630003023,0.25634531045246,0.25634531045246,0.25634531045246,0.25634531045246,0.25634531045246,0.25634531045246,0.25634531045246,0.25634531045246
370630004011,0.496371986741604,0.496371986741604,0.496371986741604,0.496371986741604,0.496371986741604,0.496371986741604,0.496371986741604,0.496371986741604
370630004012,0.281577279387653,0.281577279387653,0.281577279387653,0.281577279387653,0.281577279387653,0.281577279387653,0.281577279387653,0.281577279387653
370630004013,0.535663401627605,0.535663401627605,0.535663401627605,0.535663401627605,0.535663401627605,0.535663401627605,0.535663401627605,0.535663401627605
370630004021,0.552925228196852,0.552925228196852,0.552925228196852,0.552925228196852,0.552925228196852,0.552925228196852,0.552925228196852,0.552925228196852
370630005001,0.343305826181859,0.343305826181859,0.343305826181859,0.343305826181859,0.343305826181859,0.343305826181859,0.343305826181859,0.343305826181859
370630005002,0.180018442499581,0.180018442499581,0.180018442499581,0.180018442499581,0.180018442499581,0.180018442499581,0.180018442499581,0.180018442499581
370630005003,0.158187048992829,0.158187048992829,0.158187048992829,0.158187048992829,0.158187048992829,0.158187048992829,0.158187048992829,0.158187048992829
370630005004,0.183221444661396,0.183221444661396,0.183221444661396,0.183221444661396,0.183221444661396,0.183221444661396,0.183221444661396,0.183221444661396
370630006001,0.690618364586577,0.690618364586577,0.690618364586577,0.690618364586577,0.690618364586577,0.690618364586577,0.690618364586577,0.690618364586577
370630006002,0.666102023255306,0.666102023255306,0.666102023255306,0.666102023255306,0.666102023255306,0.666102023255306,0.666102023255306,0.666102023255306
370630006003,1.4190810552132,1.4190810552132,1.4190810552132,1.4190810552132,1.4190810552132,1.4190810552132,1.4190810552132,1.4190810552132
370630007001,0.358927821462369,0.358927821462369,0.358927821462369,0.358927821462369,0.358927821462369,0.358927821462369,0.358927821462369,0.358927821462369
370630007002,0.525297811707308,0.525297811707308,0.525297811707308,0.525297811707308,0.525297811707308,0.525297811707308,0.525297811707308,0.525297811707308
370630007003,0.430464623603796,0.430464623603796,0.430464623603796,0.430464623603796,0.430464623603796,0.430464623603796,0.430464623603796,0.430464623603796
370630009001,0.200249102885804,0.200249102885804,0.200249102885804,0.200249102885804,0.200249102885804,0.200249102885804,0.200249102885804,0.200249102885804
370630009002,0.195679560361178,0.195679560361178,0.195679560361178,0.195679560361178,0.195679560361178,0.195679560361178,0.195679560361178,0.195679560361178
370630010011,0.195263016983051,0.195263016983051,0.195263016983051,0.195263016983051,0.195263016983051,0.195263016983051,0.195263016983051,0.195263016983051
370630010012,0.234438616545258,0.234438616545258,0.234438616545258,0.234438616545258,0.234438616545258,0.234438616545258,0.234438616545258,0.234438616545258
370630010013,0.4532258669856,0.4532258669856,0.4532258669856,0.4532258669856,0.4532258669856,0.4532258669856,0.4532258669856,0.4532258669856
370630010021,0.634882644077311,0.634882644077311,0.634882644077311,0.634882644077311,0.634882644077311,0.634882644077311,0.634882644077311,0.634882644077311
370630010022,0.347643778475262,0.347643778475262,0.347643778475262,0.347643778475262,0.347643778475262,0.347643778475262,0.347643778475262,0.347643778475262
