id,y_2001,y_2002,y_2003,y_2004,y_2005,y_2007,y_2008,y_2009,y_2010,y_2011,y_2012,y_2013,y_2014,y_2015,y_2016,y_2017,y_2018,y_2019,y_2020
370630001011,48983468,48161227,48018678,48154324,48121383,48963587,58997545,58785328,58704635,58796801,58686828,58537639,58713489,56845956,71133177,70140464,72449353,178665366,106648868
370630001012,44236371,46362019,48018207,48675084,49436014,50731396,59001952,59312525,59244690,59281775,59190917,59397114,59952925,59370305,68141965,67281565,67507708,179839780,111716326
370630001021,60163750,58867913,58737127,58832072,58859469,59038377,81530299,81170623,79667010,81288239,80871765,80854784,81081461,79775328,85815001,84971167,89281080,215407004,126509271
370630001022,71145445,70638151,70859279,71518886,71829355,72529107,92439381,91980486,91592248,91517888,91468994,91395404,90274879,89039135,97730859,96531438,96023849,221850333,127487410
370630002001,31342276,26067692,31162609,31235164,31751421,26978684,46290408,46030544,45994025,45933329,45959876,45990832,46060151,44847574,56338987,53962885,54799332,124132179,70508721
370630002002,23235256,22920677,22934919,23055965,23234426,23521615,31348214,31323678,31096133,31653916,32440932,32444851,33197926,32154124,56675251,55369653,59118575,148634313,93774634
370630002003,39552720,39013435,39242567,39455185,39766260,40223637,68670492,68006181,68066955,68379322,68525486,68265065,72341798,66626811,100431188,96363536,98517549,222112306,124036093
370630003011,27112525,26611590,26744318,26915436,26883010,27310155,35936638,35819859,35800485,35892608,35668071,35668420,35731265,34796774,47811893,45866485,47594399,109756020,62871289
370630003012,17362600,17088014,17284013,17375391,18040409,18544850,28498816,28534654,28406573,28498585,28535387,28540202,28309092,26501086,39555142,38147975,39136387,96681266,54954732
370630003013,20467606,25609637,27449562,27599712,28019379,28390535,46682459,47462041,47868405,48153305,48722611,49152780,51048092,47356162,70337901,68749700,71561041,160391679,89049624
370630003021,49493575,48841785,48725517,49555251,49600311,51655904,81687065,81161016,81701888,81502879,82216402,82523828,87668795,82372958,122198581,118344705,118506595,251645448,135137531
370630003022,40919003,40392250,41393430,41399632,41487763,41584200,65792374,65811262,66027808,65983361,66194318,66514113,70742814,62537925,91214402,88630530,89626245,199028525,109642210
370630003023,61694308,60116347,60924898,57762264,57966184,58343290,104204909,105231952,106394571,106314423,106445189,106781148,123541476,103027283,153468529,155681385,163672293,365097951,208129663
370630004011,47864514,47659590,47801652,47710563,47799838,48415480,69519604,69330249,69424866,69269373,69853705,70116712,70290849,69607559,92343352,89861515,90871589,194542968,105661039
370630004012,58264834,58284136,58209835,58314259,58489164,59103689,96234090,95940180,95912402,96024009,96120796,96226883,97669153,95929366,128670352,126411597,128019539,273189059,146386511
370630004013,37752060,40418645,42242520,42788396,43102978,45322465,77105860,76385439,76580095,76837054,79643560,77237535,81271333,72484358,98515624,95158257,95997606,203771176,107805856
370630004021,46810323,46270255,48870037,77237658,77086817,77380805,148807000,148988828,149868735,149910587,150351228,160322149,198499927,179096494,313573620,300820884,304366430,664537840,363408996
370630005001,15247037,15247037,15057356,15057356,14690202,14690202,21265047,21265047,21685223,22284040,22927825,20698970,23977070,23309184,53849707,50500138,50661283,121483874,71518600
370630005002,16321253,16104188,16035437,16235918,16401516,16388903,19496144,19436821,20104451,21410013,22015614,22396799,22425855,22229361,42936269,41017869,42297897,93390390,51241432
370630005003,21782715,21330069,21420383,21915751,22059641,23577841,32434698,32895582,32682499,31107447,31783218,33959959,34234610,33517187,44333180,43436217,48222499,113441947,63866920
370630005004,21454550,20953953,21196354,21261107,21353820,21690774,29287131,29144321,29901130,28411657,28299311,28218453,28414270,26779834,37461866,36936877,38533602,98112677,58275532
370630006001,87542391,86594176,86710437,87209644,88355854,78992522,117222720,116982342,117305696,117597946,126652794,128265594,129028841,125902079,178135152,175432814,179550261,427301144,249688191
370630006002,78544152,77737131,77708416,78328757,78862528,79616800,107436124,107066962,106870264,106865652,106625175,106183036,106348928,104993085,137838801,136645987,138206612,330365058,192422923
370630006003,57266359,56943544,57476804,57938051,58104808,58851647,78520379,79196396,78937552,78669439,78953871,79121558,79476808,79368639,101387717,99891614,100486828,227746514,126125874
370630007001,25814438,25325764,24245540,24182370,24284747,23420432,37157720,37089909,36706422,36070409,36345737,36771525,58035935,97613147,123348299,118767138,119773612,291823806,260088432
370630007002,76761523,76589823,76892771,77265125,77797116,77619099,123782772,122889454,122597142,122848692,123130598,123886467,124829311,123045087,161146539,158331463,160018513,343212508,189365706
370630007003,68968973,68718371,69261339,69896128,70088375,70688344,101792821,102264222,102172703,101896618,101960642,101827408,102263306,101660639,130156327,126924560,127431860,281933018,155337312
370630009001,13717286,13339386,13371308,13410173,13390140,13554041,18830171,18801188,19144250,19138748,19062635,18985848,19108360,18235206,18620908,18267006,18971356,50525033,32478561
370630009002,21302590,20750466,20886662,21112157,21372553,21289349,25280505,24758828,24451639,24087717,23994249,23797323,23912336,22775183,41901704,38813202,43823249,119589156,82399886
370630010011,20152677,19489773,19413658,18593977,17377360,20237530,22600372,23859357,24020744,24004057,23903594,23992443,24589533,23507647,24638075,24554147,25381146,64491368,39986629
370630010012,30349970,29728405,29916832,24595014,25197947,23976091,27864622,35754952,35677980,35672271,35262759,35126114,35111377,31862252,33705188,32183041,33940818,86271479,52349593
370630010013,31990651,31455337,31189138,31384191,31879284,31816340,33650825,33248023,32919508,32548634,32573657,32586998,32489361,31623987,36089551,35916428,37830226,81960603,42957671
370630010021,48351781,48337565,51443203,53219944,53993707,54630181,65521213,64158044,64112247,64111980,64106936,64170661,64179762,60779501,65807566,65434703,65063474,149988877,85132463
370630010022,17314882,17042178,17096507,17000588,16944161,17133100,19927570,19950270,19954308,20100287,20161808,20146668,20141279,19507404,19146217,18835254,18848938,43145723,24296965
370630010023,15848146,15719268,15581069,15606800,16263981,16803652,20626344,21103679,21581936,21468008,21475002,21327836,21392216,20142032,20286894,20062356,20093113,49326092,29737336
370630010024,21583565,20715688,20703971,20631920,20897342,21195858,27849608,27829923,28052041,27976611,27899477,27803267,27809958,25739545,25976396,25417833,26026280,65139902,39345326
