id,y_2012,y_2020
370630001011,640.6,752.7
370630001012,952.9,915.7
370630001021,881,953.8
370630001022,867,979.6
370630002001,482.9,531
370630002002,472.1,524.9
370630002003,584.8,630
370630003011,423.9,539.3
370630003012,373.4,390.8
370630003013,448.5,494.9
370630003021,568.7,656.8
370630003022,562.3,672.3
370630003023,816.6,1003.3
370630004011,568.7,648.6
370630004012,697.5,738.3
370630004013,509.7,511.4
370630004021,1058,1705.5
370630005001,450.7,277.4
370630005002,385.2,441.3
370630005003,461.4,641.4
370630005004,452.8,530
370630006001,1400.3,1577.7
370630006002,877.8,1073.4
370630006003,455,798.1
370630007001,474.3,926
370630007002,848.8,824.9
370630007003,776.9,749.6
370630009001,253.2,269.1
370630009002,402.4,448.5
370630010011,342.3,406.3
370630010012,496.8,586.7
370630010013,556.9,605.3
370630010021,868.1,824.9
370630010022,377.7,331
370630010023,300.5,292.8
370630010024,321.9,326.9
370630011001,755.4,796
370630011002,480.7,579.5
370630013011,637.4,1369.4
370630013031,2880.1,1507.5
370630013032,424.9,334.1
370630013041,1305.9,1236.3
370630014001,471.1,304.2
370630014002,647.1,552.7
370630015011,1719,24.7
370630015021,663.1,768.2
370630015022,304.7,444.4
370630015023,361.6,789.9
370630015024,314.4,95.9
370630015031,1016.2,30.9
370630016011,698.6,849.7
370630016012,1915.4,2197.4
370630016013,1004.4,1091
370630016031,413.1,394.9
370630016032,1762,2140.7
370630016033,824.1,839.4
370630016034,1258.7,1326.1
370630016041,1412.1,1507.5
370630016042,2076.4,2153
370630016043,1132.1,1231.2
370630017051,952.9,989.9
370630017052,1127.8,1370.4
370630017053,604.1,730
370630017061,1331.7,1717.9
370630017062,1066.6,1311.6
370630017071,743.6,864.1
370630017072,1079.5,1162.1
370630017073,462.5,469.2
370630017074,1178.2,1425
370630017075,1087,1526.1
370630017081,2295.3,2432.5
370630017091,500,432
370630017092,534.4,459.9
370630017093,1873.6,1933.4
370630017101,1343.5,1577.7
370630017102,624.5,651.7
370630017111,417.4,851.7
370630017112,495.8,543.4
370630017113,668.5,724.9
370630018011,1034.4,1206.4
370630018012,297.2,345.4
370630018013,1442.2,1552.9
370630018014,524.7,579.5
370630018015,411,847.6
370630018021,920.7,919.8
370630018022,554.8,565.1
370630018023,1116,1048.7
370630018024,352,314.5
370630018061,964.7,1078.6
370630018062,2179.4,2597.5
370630018071,1228.6,1397.2
370630018072,2017.3,2179.8
370630018073,1576.3,1683.9
370630018081,1261.9,1351.8
370630018082,2300.6,9045.2
370630018091,1128.9,1527.1
370630018092,1441.1,1664.3
370630019001,416.3,2039.6
370630019002,1228.6,1588
370630020071,1241.5,1373.5
370630020072,1461.5,1606.5
370630020073,606.3,662
370630020081,732.9,833.2
370630020082,1528,1622
370630020091,1173.9,995.1
370630020092,631,696
370630020093,1121.3,956.9
370630020131,1033.4,1135.3
370630020132,585.9,610.4
370630020133,1255.5,1353.9
370630020151,875.6,927
370630020152,819.8,922.9
370630020153,434.6,452.7
370630020161,697.5,998.1
370630020162,820.9,979.6
370630020171,1755.5,1965.4
370630020172,1020.5,1171.4
370630020173,1939,2176.7
370630020181,1579.5,1877.7
370630020182,1490.5,2155.1
370630020183,1814.5,2627.4
370630020191,710.4,995.1
370630020192,890.6,1222.9
370630020193,1089.2,1198.2
370630020201,1171.8,1483.8
370630020202,2786.7,3692.5
370630020211,1547.3,1908.6
370630020212,684.6,760
370630020221,1020.5,1246.7
370630020222,1560.2,1677.7
370630020231,731.8,794
370630020232,973.3,1123.9
370630020241,2444.4,2991.3
370630020242,771.5,815.6
370630020243,970,1008.5
370630020251,1279.1,2565.5
370630020252,1364.9,1563.2
370630020253,752.2,829
370630020261,1266.2,1420.9
370630020262,1892.9,1986
370630020271,768.3,1127
370630020272,2142.9,2818.1
370630020273,655.6,1136.3
370630020281,1296.3,2420.1
370630020282,561.2,1034.2
370630020283,1169.6,2486.1
370630021001,1662.2,1841.6
370630021002,1337,1451.9
370630021003,1281.2,1405.4
370630022001,1006.5,3634.8
370630023001,313.3,884.7
370630023002,63.3,373.3
370639801001,38.6,763
