fips,year,value
370630001011,2009,6
370630001011,2010,6
370630001011,2011,2
370630001011,2012,5
370630001011,2013,6
370630001011,2014,12
370630001011,2015,15
370630001011,2016,17
370630001011,2017,14
370630001011,2018,19
370630001011,2019,20
370630001011,2020,19
370630001011,2021,14
370630001011,2022,14
370630001011,2023,14
370630001011,2024,22
370630001012,2009,9
370630001012,2010,6
370630001012,2011,8
370630001012,2012,3
370630001012,2013,9
370630001012,2014,5
370630001012,2015,12
370630001012,2016,7
370630001012,2017,5
370630001012,2018,10
370630001012,2019,9
370630001012,2020,7
370630001012,2021,13
370630001012,2022,21
370630001012,2023,26
370630001012,2024,18
370630001021,2009,4
370630001021,2010,11
370630001021,2011,4
370630001021,2012,3
370630001021,2013,7
370630001021,2014,6
370630001021,2015,13
370630001021,2016,11
370630001021,2017,16
370630001021,2018,11
370630001021,2019,21
370630001021,2020,13
370630001021,2021,11
370630001021,2022,13
370630001021,2023,9
370630001021,2024,19
370630001022,2009,2
370630001022,2010,7
370630001022,2011,3
370630001022,2012,4
370630001022,2013,17
370630001022,2014,6
370630001022,2015,7
370630001022,2016,7
370630001022,2017,13
370630001022,2018,14
370630001022,2019,13
370630001022,2020,12
370630001022,2021,13
370630001022,2022,20
370630001022,2023,27
370630001022,2024,22
370630002001,2009,9
370630002001,2010,6
370630002001,2011,5
370630002001,2012,4
370630002001,2013,5
370630002001,2014,3
370630002001,2015,5
370630002001,2016,5
370630002001,2017,8
370630002001,2018,13
370630002001,2019,9
370630002001,2020,8
370630002001,2021,9
370630002001,2022,14
370630002001,2023,7
370630002001,2024,11
370630002002,2009,1
370630002002,2010,6
370630002002,2011,15
370630002002,2012,14
370630002002,2013,8
370630002002,2014,8
370630002002,2015,13
370630002002,2016,12
370630002002,2017,18
370630002002,2018,18
370630002002,2019,19
370630002002,2020,12
370630002002,2021,11
370630002002,2022,10
370630002002,2023,14
370630002002,2024,11
370630002003,2009,9
370630002003,2010,8
370630002003,2011,14
370630002003,2012,11
370630002003,2013,14
370630002003,2014,18
370630002003,2015,15
370630002003,2016,21
370630002003,2017,17
370630002003,2018,17
370630002003,2019,22
370630002003,2020,26
370630002003,2021,24
370630002003,2022,22
370630002003,2023,23
370630002003,2024,22
370630003011,2009,3
370630003011,2010,3
370630003011,2011,0
370630003011,2012,5
370630003011,2013,2
370630003011,2014,4
370630003011,2015,7
370630003011,2016,7
370630003011,2017,15
370630003011,2018,14
370630003011,2019,7
370630003011,2020,14
370630003011,2021,5
370630003011,2022,11
370630003011,2023,10
370630003011,2024,12
370630003012,2009,0
370630003012,2010,6
370630003012,2011,6
370630003012,2012,3
370630003012,2013,6
370630003012,2014,7
370630003012,2015,9
370630003012,2016,5
370630003012,2017,6
370630003012,2018,8
370630003012,2019,3
370630003012,2020,13
370630003012,2021,12
370630003012,2022,11
370630003012,2023,6
370630003012,2024,5
370630003013,2009,10
370630003013,2010,5
370630003013,2011,12
370630003013,2012,7
370630003013,2013,8
370630003013,2014,3
370630003013,2015,10
370630003013,2016,12
370630003013,2017,15
370630003013,2018,12
370630003013,2019,5
370630003013,2020,3
370630003013,2021,9
370630003013,2022,7
370630003013,2023,11
370630003013,2024,17
370630003021,2009,11
370630003021,2010,5
370630003021,2011,14
370630003021,2012,17
370630003021,2013,11
370630003021,2014,12
370630003021,2015,20
370630003021,2016,14
370630003021,2017,11
370630003021,2018,18
370630003021,2019,23
370630003021,2020,17
370630003021,2021,24
370630003021,2022,19
370630003021,2023,22
370630003021,2024,12
370630003022,2009,7
370630003022,2010,6
370630003022,2011,11
370630003022,2012,7
370630003022,2013,7
370630003022,2014,8
370630003022,2015,20
370630003022,2016,11
370630003022,2017,15
370630003022,2018,20
370630003022,2019,11
370630003022,2020,14
370630003022,2021,13
370630003022,2022,12
370630003022,2023,19
370630003022,2024,20
370630003023,2009,10
370630003023,2010,20
370630003023,2011,15
370630003023,2012,13
370630003023,2013,23
370630003023,2014,16
370630003023,2015,19
370630003023,2016,21
370630003023,2017,20
370630003023,2018,19
370630003023,2019,10
370630003023,2020,25
370630003023,2021,27
370630003023,2022,20
370630003023,2023,22
370630003023,2024,27
370630004011,2009,12
370630004011,2010,9
370630004011,2011,15
370630004011,2012,5
370630004011,2013,9
370630004011,2014,18
370630004011,2015,14
370630004011,2016,23
370630004011,2017,17
370630004011,2018,16
370630004011,2019,18
370630004011,2020,13
370630004011,2021,20
370630004011,2022,18
370630004011,2023,33
370630004011,2024,13
370630004012,2009,10
370630004012,2010,10
370630004012,2011,21
370630004012,2012,18
370630004012,2013,26
370630004012,2014,22
370630004012,2015,27
370630004012,2016,22
370630004012,2017,14
370630004012,2018,41
370630004012,2019,25
370630004012,2020,21
370630004012,2021,29
370630004012,2022,28
370630004012,2023,35
370630004012,2024,35
370630004013,2009,5
370630004013,2010,1
370630004013,2011,13
370630004013,2012,14
370630004013,2013,5
370630004013,2014,10
370630004013,2015,21
370630004013,2016,11
370630004013,2017,4
370630004013,2018,12
370630004013,2019,10
370630004013,2020,8
370630004013,2021,23
370630004013,2022,14
370630004013,2023,15
370630004013,2024,11
370630004021,2009,17
370630004021,2010,16
370630004021,2011,20
370630004021,2012,13
370630004021,2013,23
370630004021,2014,42
370630004021,2015,43
370630004021,2016,37
370630004021,2017,22
370630004021,2018,31
370630004021,2019,25
370630004021,2020,19
370630004021,2021,28
370630004021,2022,39
370630004021,2023,36
370630004021,2024,25
370630005001,2009,1
370630005001,2010,15
370630005001,2011,39
370630005001,2012,21
370630005001,2013,30
370630005001,2014,12
370630005001,2015,7
370630005001,2016,9
370630005001,2017,1
370630005001,2018,1
370630005001,2019,0
370630005001,2020,27
370630005001,2021,1
370630005001,2022,1
370630005001,2023,1
370630005001,2024,0
370630005002,2009,12
370630005002,2010,22
370630005002,2011,8
370630005002,2012,7
370630005002,2013,5
370630005002,2014,13
370630005002,2015,8
370630005002,2016,11
370630005002,2017,3
370630005002,2018,5
370630005002,2019,5
370630005002,2020,10
370630005002,2021,4
370630005002,2022,17
370630005002,2023,6
370630005002,2024,7
370630005003,2009,13
370630005003,2010,22
370630005003,2011,42
370630005003,2012,16
370630005003,2013,7
370630005003,2014,13
370630005003,2015,12
370630005003,2016,11
370630005003,2017,10
370630005003,2018,7
370630005003,2019,7
370630005003,2020,15
370630005003,2021,12
370630005003,2022,13
370630005003,2023,9
370630005003,2024,10
370630005004,2009,23
370630005004,2010,20
370630005004,2011,14
370630005004,2012,9
370630005004,2013,15
370630005004,2014,10
370630005004,2015,14
370630005004,2016,10
370630005004,2017,11
370630005004,2018,16
370630005004,2019,9
370630005004,2020,21
370630005004,2021,12
370630005004,2022,14
370630005004,2023,12
370630005004,2024,9
370630006001,2009,6
370630006001,2010,15
370630006001,2011,85
370630006001,2012,36
370630006001,2013,17
370630006001,2014,19
370630006001,2015,19
370630006001,2016,28
370630006001,2017,22
370630006001,2018,28
370630006001,2019,37
370630006001,2020,25
370630006001,2021,38
370630006001,2022,40
370630006001,2023,33
370630006001,2024,31
370630006002,2009,12
370630006002,2010,4
370630006002,2011,9
370630006002,2012,11
370630006002,2013,9
370630006002,2014,17
370630006002,2015,20
370630006002,2016,19
370630006002,2017,13
370630006002,2018,15
370630006002,2019,20
370630006002,2020,15
370630006002,2021,14
370630006002,2022,14
370630006002,2023,16
370630006002,2024,19
370630006003,2009,5
370630006003,2010,6
370630006003,2011,8
370630006003,2012,7
370630006003,2013,8
370630006003,2014,12
370630006003,2015,16
370630006003,2016,18
370630006003,2017,12
370630006003,2018,10
370630006003,2019,18
370630006003,2020,8
370630006003,2021,13
370630006003,2022,12
370630006003,2023,14
370630006003,2024,13
370630007001,2009,2
370630007001,2010,3
370630007001,2011,5
370630007001,2012,5
370630007001,2013,7
370630007001,2014,9
370630007001,2015,11
370630007001,2016,12
370630007001,2017,4
370630007001,2018,6
370630007001,2019,8
370630007001,2020,8
370630007001,2021,25
370630007001,2022,10
370630007001,2023,11
370630007001,2024,23
370630007002,2009,5
370630007002,2010,14
370630007002,2011,13
370630007002,2012,20
370630007002,2013,19
370630007002,2014,28
370630007002,2015,26
370630007002,2016,43
370630007002,2017,15
370630007002,2018,20
370630007002,2019,13
370630007002,2020,25
370630007002,2021,20
370630007002,2022,17
370630007002,2023,15
370630007002,2024,26
370630007003,2009,5
370630007003,2010,6
370630007003,2011,12
370630007003,2012,10
370630007003,2013,10
370630007003,2014,12
370630007003,2015,7
370630007003,2016,16
370630007003,2017,9
370630007003,2018,11
370630007003,2019,8
370630007003,2020,16
370630007003,2021,12
370630007003,2022,20
370630007003,2023,19
370630007003,2024,21
370630009001,2009,4
370630009001,2010,5
370630009001,2011,4
370630009001,2012,2
370630009001,2013,4
370630009001,2014,4
370630009001,2015,5
370630009001,2016,4
370630009001,2017,6
370630009001,2018,12
370630009001,2019,10
370630009001,2020,5
370630009001,2021,9
370630009001,2022,11
370630009001,2023,3
370630009001,2024,8
370630009002,2009,3
370630009002,2010,2
370630009002,2011,2
370630009002,2012,1
370630009002,2013,10
370630009002,2014,12
370630009002,2015,12
370630009002,2016,20
370630009002,2017,30
370630009002,2018,36
370630009002,2019,31
370630009002,2020,17
370630009002,2021,32
370630009002,2022,11
370630009002,2023,20
370630009002,2024,16
370630010011,2009,15
370630010011,2010,0
370630010011,2011,8
370630010011,2012,10
370630010011,2013,4
370630010011,2014,3
370630010011,2015,6
370630010011,2016,7
370630010011,2017,6
370630010011,2018,9
370630010011,2019,20
370630010011,2020,13
370630010011,2021,13
370630010011,2022,16
370630010011,2023,14
370630010011,2024,15
370630010012,2009,1
370630010012,2010,4
370630010012,2011,4
370630010012,2012,5
370630010012,2013,7
370630010012,2014,4
370630010012,2015,13
370630010012,2016,20
370630010012,2017,15
