fips,year,value
370630001011,2012,6
370630001011,2013,5
370630001011,2014,13
370630001011,2015,10
370630001011,2016,19
370630001011,2017,10
370630001011,2018,10
370630001011,2019,15
370630001011,2020,8
370630001011,2021,9
370630001011,2022,5
370630001012,2012,11
370630001012,2013,12
370630001012,2014,22
370630001012,2015,6
370630001012,2016,7
370630001012,2017,23
370630001012,2018,11
370630001012,2019,21
370630001012,2020,8
370630001012,2021,15
370630001012,2022,10
370630001021,2012,13
370630001021,2013,18
370630001021,2014,19
370630001021,2015,19
370630001021,2016,25
370630001021,2017,32
370630001021,2018,20
370630001021,2019,14
370630001021,2020,11
370630001021,2021,34
370630001021,2022,33
370630001022,2012,4
370630001022,2013,7
370630001022,2014,7
370630001022,2015,5
370630001022,2016,5
370630001022,2017,7
370630001022,2018,16
370630001022,2019,13
370630001022,2020,3
370630001022,2021,3
370630001022,2022,10
370630002001,2012,3
370630002001,2013,6
370630002001,2014,2
370630002001,2015,4
370630002001,2016,4
370630002001,2017,5
370630002001,2018,3
370630002001,2019,6
370630002001,2020,4
370630002001,2021,2
370630002001,2022,5
370630002002,2012,6
370630002002,2013,24
370630002002,2014,23
370630002002,2015,16
370630002002,2016,17
370630002002,2017,10
370630002002,2018,12
370630002002,2019,18
370630002002,2020,1
370630002002,2021,4
370630002002,2022,4
370630002003,2012,5
370630002003,2013,2
370630002003,2014,1
370630002003,2015,1
370630002003,2016,5
370630002003,2017,5
370630002003,2018,12
370630002003,2019,4
370630002003,2020,3
370630002003,2021,5
370630002003,2022,3
370630003011,2012,5
370630003011,2013,9
370630003011,2014,11
370630003011,2015,3
370630003011,2016,9
370630003011,2017,6
370630003011,2018,12
370630003011,2019,9
370630003011,2020,14
370630003011,2021,6
370630003011,2022,1
370630003012,2012,10
370630003012,2013,1
370630003012,2014,6
370630003012,2015,4
370630003012,2016,12
370630003012,2017,4
370630003012,2018,19
370630003012,2019,9
370630003012,2020,6
370630003012,2021,24
370630003012,2022,3
370630003013,2012,2
370630003013,2013,4
370630003013,2014,1
370630003013,2015,3
370630003013,2016,6
370630003013,2017,14
370630003013,2018,10
370630003013,2019,2
370630003013,2020,4
370630003013,2021,3
370630003013,2022,2
370630003021,2012,2
370630003021,2013,1
370630003021,2014,3
370630003021,2015,0
370630003021,2016,0
370630003021,2017,1
370630003021,2018,1
370630003021,2019,3
370630003021,2020,1
370630003021,2021,2
370630003021,2022,3
370630003022,2012,5
370630003022,2013,6
370630003022,2014,6
370630003022,2015,3
370630003022,2016,7
370630003022,2017,6
370630003022,2018,5
370630003022,2019,2
370630003022,2020,2
370630003022,2021,4
370630003022,2022,2
370630003023,2012,12
370630003023,2013,57
370630003023,2014,10
370630003023,2015,4
370630003023,2016,7
370630003023,2017,8
370630003023,2018,9
370630003023,2019,11
370630003023,2020,6
370630003023,2021,7
370630003023,2022,3
370630004011,2012,2
370630004011,2013,4
370630004011,2014,8
370630004011,2015,7
370630004011,2016,0
370630004011,2017,4
370630004011,2018,178
370630004011,2019,36
370630004011,2020,6
370630004011,2021,2
370630004011,2022,2
370630004012,2012,0
370630004012,2013,1
370630004012,2014,1
370630004012,2015,3
370630004012,2016,1
370630004012,2017,0
370630004012,2018,7
370630004012,2019,3
370630004012,2020,1
370630004012,2021,1
370630004012,2022,0
370630004013,2012,1
370630004013,2013,8
370630004013,2014,1
370630004013,2015,1
370630004013,2016,3
370630004013,2017,5
370630004013,2018,6
370630004013,2019,3
370630004013,2020,3
370630004013,2021,2
370630004013,2022,2
370630004021,2012,10
370630004021,2013,10
370630004021,2014,23
370630004021,2015,4
370630004021,2016,6
370630004021,2017,9
370630004021,2018,29
370630004021,2019,18
370630004021,2020,6
370630004021,2021,6
370630004021,2022,8
370630005001,2012,0
370630005001,2013,0
370630005001,2014,0
370630005001,2015,1
370630005001,2016,0
370630005001,2017,1
370630005001,2018,0
370630005001,2019,0
370630005001,2020,0
370630005001,2021,0
370630005001,2022,0
370630005002,2012,2
370630005002,2013,6
370630005002,2014,7
370630005002,2015,8
370630005002,2016,3
370630005002,2017,21
370630005002,2018,8
370630005002,2019,1
370630005002,2020,3
370630005002,2021,1
370630005002,2022,5
370630005003,2012,36
370630005003,2013,41
370630005003,2014,18
370630005003,2015,9
370630005003,2016,10
370630005003,2017,12
370630005003,2018,7
370630005003,2019,9
370630005003,2020,9
370630005003,2021,13
370630005003,2022,16
370630005004,2012,20
370630005004,2013,98
370630005004,2014,17
370630005004,2015,21
370630005004,2016,50
370630005004,2017,15
370630005004,2018,9
370630005004,2019,18
370630005004,2020,14
370630005004,2021,12
370630005004,2022,23
370630006001,2012,3
370630006001,2013,12
370630006001,2014,19
370630006001,2015,24
370630006001,2016,10
370630006001,2017,9
370630006001,2018,15
370630006001,2019,15
370630006001,2020,5
370630006001,2021,9
370630006001,2022,13
370630006002,2012,17
370630006002,2013,38
370630006002,2014,24
370630006002,2015,33
370630006002,2016,18
370630006002,2017,20
370630006002,2018,12
370630006002,2019,8
370630006002,2020,34
370630006002,2021,32
370630006002,2022,24
370630006003,2012,0
370630006003,2013,4
370630006003,2014,0
370630006003,2015,0
370630006003,2016,0
370630006003,2017,0
370630006003,2018,0
370630006003,2019,23
370630006003,2020,0
370630006003,2021,0
370630006003,2022,0
370630007001,2012,3
370630007001,2013,14
370630007001,2014,6
370630007001,2015,14
370630007001,2016,8
370630007001,2017,3
370630007001,2018,7
370630007001,2019,15
370630007001,2020,4
370630007001,2021,2
370630007001,2022,2
370630007002,2012,0
370630007002,2013,11
370630007002,2014,10
370630007002,2015,5
370630007002,2016,3
370630007002,2017,4
370630007002,2018,10
370630007002,2019,8
370630007002,2020,13
370630007002,2021,4
370630007002,2022,4
370630007003,2012,4
370630007003,2013,3
370630007003,2014,2
370630007003,2015,3
370630007003,2016,3
370630007003,2017,2
370630007003,2018,3
370630007003,2019,4
370630007003,2020,3
370630007003,2021,7
370630007003,2022,4
370630009001,2012,58
370630009001,2013,29
370630009001,2014,26
370630009001,2015,23
370630009001,2016,29
370630009001,2017,33
370630009001,2018,18
370630009001,2019,27
370630009001,2020,8
370630009001,2021,9
370630009001,2022,10
370630009002,2012,99
370630009002,2013,40
370630009002,2014,37
370630009002,2015,32
370630009002,2016,56
370630009002,2017,26
370630009002,2018,22
370630009002,2019,27
370630009002,2020,14
370630009002,2021,10
370630009002,2022,15
370630010011,2012,154
370630010011,2013,43
370630010011,2014,35
370630010011,2015,20
370630010011,2016,15
370630010011,2017,25
370630010011,2018,17
370630010011,2019,14
370630010011,2020,14
370630010011,2021,7
370630010011,2022,13
370630010012,2012,91
370630010012,2013,299
370630010012,2014,39
370630010012,2015,22
370630010012,2016,30
370630010012,2017,32
370630010012,2018,15
370630010012,2019,26
370630010012,2020,2
370630010012,2021,18
370630010012,2022,17
370630010013,2012,43
370630010013,2013,187
370630010013,2014,50
370630010013,2015,30
370630010013,2016,24
370630010013,2017,23
370630010013,2018,16
370630010013,2019,27
370630010013,2020,25
370630010013,2021,13
370630010013,2022,12
370630010021,2012,20
370630010021,2013,29
370630010021,2014,19
370630010021,2015,32
370630010021,2016,42
370630010021,2017,74
