id,y_2021
370630018061,
370639801001,
370630020241,25.96197015105281
370630017074,
370630018015,-34538.68106730746
370630017092,-9741.431036791066
370630018082,-5156.40530137319
370630020281,
370630009001,-123.45931221688932
370630004013,10507.781206889376
370630019002,4580.099839225411
370630020171,-105.91487661004066
370630003012,381.9382350796368
370630003023,1522.8604168235906
370630020152,11967.645776307909
370630018011,-29441.420099925374
370630016032,
370630003011,4184.344420486574
370630009002,1623.104472783918
370630003021,-2400.391894343462
370630018012,-6629.40551944435
370630018014,-14637.284821881633
370630014001,-196.1172127686441
370630002003,-2240.4296609573357
370630020182,-0.08895082771778107
370630002002,1417.4000315611684
370630003022,-2249.92088507273
370630004011,-4649.543413724699
370630020082,1432.7002664105967
370630013011,5343.451487804043
370630018021,-8991.005571445552
370630016012,
370630018022,-6990.249053041989
370630021001,
370630001012,-6666.4415930615505
370630003013,500.42541570874164
370630005004,1238.2536536173502
370630001021,-1155.8210971052977
370630015022,3575.1810767650604
370630004012,-1425.654935237515
370630005002,2097.941769082594
370630014002,12117.67031507194
370630011001,8316.649410643615
370630018013,-23550.104175802757
370630011002,10981.234253197908
370630018023,-8543.492412296244
370630020081,-735.9036594490681
370630002001,2657.0604948537148
370630001011,3779.0008303091527
370630020093,4262.209566514136
370630004021,12244.213535300049
370630010021,1085.9362284878707
370630005001,5031.287176171754
370630005003,2150.3055282125133
370630006001,3941.8273412488634
370630015031,2998.072447123006
370630010022,-605.6282976281291
370630010023,-301.80417247343576
370630010024,-1229.508965230656
370630013031,7798.780254954123
370630013041,1230.519405941457
370630015011,33736.31574173466
370630020073,3143.283692470264
370630015021,17006.620329022408
370630013032,485.42598519742023
370630016013,
370630010011,-344.0080558557747
370630020261,4737.982776365234
370630010012,-1469.489748463784
370630017052,2598.710898297497
370630017053,-7153.858904758919
370630017061,-3170.627442767611
370630017113,-1087.0246771931888
370630010013,2235.507420563007
370630017072,
370630022001,22878.856429725885
370630015024,646.1440809240812
370630020071,7937.770308843814
370630017101,-12194.194031335508
370630023001,9019.846871118381
370630017102,-5340.453549958329
370630017111,-596.2793808431597
370630023002,10097.314539968967
370630017112,-8845.867279511498
370630019001,731.4252706717234
370630016011,
370630020072,2540.2872280693555
370630020262,9769.413629131957
370630020151,8522.256769567728
370630020161,3489.4669725735566
370630016031,
370630017081,-14756.57873015121
370630017051,-19717.89328624092
370630017091,-11397.164164184593
370630017093,-2481.6252610598476
370630020091,18936.00276815346
370630020092,3148.057298409846
370630006002,1725.3017398804404
370630007001,14049.023142755032
370630007002,-3486.377932082527
370630007003,919.6823275830675
370630015023,9262.104956213938
370630018073,-9500.525596915271
370630020283,
370630001022,-1867.87280367001
370630006003,-1818.5148006175223
370630017062,10.705725942738354
370630017075,-123.96080138819525
370630018062,-39556.19965246486
370630018091,-9208.08104905882
370630020153,13776.902255892754
370630020162,9426.157704471305
370630020173,
370630020183,
370630020271,17711.548707365822
370630020251,127.59506541490555
370630020252,634.7749464162625
370630020253,80.58290995657444
370630018072,
370630020282,-1.6976778829703107
370630018024,-3341.014120618771
370630018071,-28028.662446649665
370630018081,-1420.564859509468
370630020172,791.6693679663658
