year,fips,value
2015,370630001011,359
2017,370630001011,362
2018,370630001011,327
2019,370630001011,391
2015,370630001012,229
2017,370630001012,246
2018,370630001012,216
2019,370630001012,258
2015,370630001021,453
2017,370630001021,485
2018,370630001021,436
2019,370630001021,492
2015,370630001022,567
2017,370630001022,569
2018,370630001022,528
2019,370630001022,612
2015,370630002001,248
2017,370630002001,261
2018,370630002001,245
2019,370630002001,287
2015,370630002002,166
2017,370630002002,203
2018,370630002002,186
2015,370630002003,365
2017,370630002003,424
2018,370630002003,388
2019,370630002003,440
2015,370630003011,217
2017,370630003011,226
2018,370630003011,198
2019,370630003011,253
2015,370630003013,320
2017,370630003013,343
2018,370630003013,276
2019,370630003013,293
2015,370630003021,426
2017,370630003021,421
2018,370630003021,409
2019,370630003021,459
2015,370630003022,393
2017,370630003022,374
2018,370630003022,370
2019,370630003022,433
2015,370630003023,732
2017,370630003023,680
2018,370630003023,618
2019,370630003023,664
2015,370630004011,500
2017,370630004011,494
2018,370630004011,453
2019,370630004011,518
2015,370630004012,549
2017,370630004012,573
2018,370630004012,513
2019,370630004012,570
2015,370630004013,425
2017,370630004013,421
2018,370630004013,382
2019,370630004013,412
2015,370630004021,1053
2017,370630004021,1273
2018,370630004021,1093
2019,370630004021,1336
2015,370630005001,204
2017,370630005002,280
2018,370630005002,253
2019,370630005002,260
2015,370630005004,75
2019,370630005004,118
2015,370630006001,784
2017,370630006001,785
2018,370630006001,695
2019,370630006001,827
2015,370630006002,579
2017,370630006002,649
2018,370630006002,581
2019,370630006002,656
2015,370630006003,383
2017,370630006003,391
2018,370630006003,315
2019,370630006003,388
2015,370630007001,368
2017,370630007001,493
2018,370630007001,429
2019,370630007001,496
2015,370630007002,472
2017,370630007002,505
2018,370630007002,477
2019,370630007002,524
2015,370630007003,325
2017,370630007003,340
2018,370630007003,331
2019,370630007003,372
2015,370630010011,83
2017,370630010011,94
2019,370630010011,111
2015,370630010012,92
2017,370630010012,116
2018,370630010012,103
2019,370630010012,147
2015,370630010013,107
2017,370630010013,122
2018,370630010013,105
2019,370630010013,137
2015,370630010021,130
