"id","y_2010","y_2017"
370630001011,1261,1369
370630001012,1891,1705
370630001021,2585,2900
370630001022,1950,1620
370630002001,861,1320
370630002002,1111,1027
370630002003,974,972
370630003011,1019,1068
370630003012,728,768
370630003013,757,782
370630003021,779,986
370630003022,1114,929
370630003023,1533,1495
370630004011,898,848
370630004012,931,1144
370630004013,694,975
370630004021,1963,2093
370630005001,1155,996
370630005002,584,529
370630005003,1289,1017
370630005004,1065,1628
370630006001,2431,2889
370630006002,2228,2317
370630006003,518,528
370630007001,718,970
370630007002,1030,1324
370630007003,1082,1451
370630009001,801,1089
370630009002,867,1020
370630010011,878,884
370630010012,1299,1404
370630010013,1289,1513
370630010021,3045,2525
370630010022,787,1097
370630010023,846,749
370630010024,1296,1752
370630011001,1947,2116
370630011002,1278,1309
370630013011,1128,1384
370630013031,3121,3154
370630013032,555,492
370630013041,2557,3305
370630014001,984,438
370630014002,1625,1937
370630015011,3070,2948
370630015021,2391,2861
370630015022,1024,806
370630015023,2117,1919
370630015024,454,455
370630015031,1941,1638
370630016011,1124,1488
370630016012,2984,3309
370630016013,1698,1264
370630016031,638,596
370630016032,2624,3136
370630016033,1227,1250
370630016034,1782,1506
370630016041,1979,1864
370630016042,2842,2781
370630016043,1824,2019
370630017051,1611,1362
370630017052,1535,2443
370630017053,1373,1393
370630017061,2310,3250
370630017062,1869,1704
370630017071,1068,983
370630017072,1601,1857
370630017073,627,402
370630017074,1744,1912
370630017075,1445,1678
370630017081,3989,5674
370630017091,971,1028
370630017092,975,1020
370630017093,4163,4878
370630017101,2581,3048
370630017102,2124,1354
370630017111,1305,1280
370630017112,1616,1850
370630017113,1582,1610
370630018011,1890,1745
370630018012,658,716
370630018013,2550,3637
370630018014,1279,1367
370630018015,746,438
370630018021,2033,2463
370630018022,1629,2319
370630018023,2176,2046
370630018024,898,1365
370630018061,1742,2118
370630018062,3930,4688
370630018071,3266,3439
370630018072,3450,3789
370630018073,2700,2404
370630018081,2080,2404
370630018082,2966,6328
370630018091,2484,3167
370630018092,2664,2769
370630019001,729,966
370630019002,2118,2487
370630020071,1732,2006
370630020072,2306,2388
370630020073,816,778
370630020081,960,896
370630020082,1947,2207
370630020091,1904,1494
370630020092,1119,1220
370630020093,1662,1842
370630020131,1553,1316
370630020132,898,999
370630020133,2030,2132
370630020151,2253,3038
370630020152,2183,2062
370630020153,691,682
370630020161,3228,3323
370630020162,2156,2618
370630020171,2308,2415
370630020172,1339,1283
370630020173,3007,3808
370630020181,2327,2489
370630020182,2701,3799
370630020183,2455,3193
370630020191,1399,1345
370630020192,1536,1783
370630020193,1473,1711
370630020201,2032,2258
370630020202,3862,4635
370630020211,3016,3173
370630020212,1416,1237
370630020221,1822,2366
370630020222,2485,2272
370630020231,1195,1412
370630020232,1613,1785
370630020241,3582,4247
370630020242,1033,1169
370630020243,1233,1059
370630020251,2114,2765
370630020252,2464,2841
370630020253,1360,1424
370630020261,2265,2531
370630020262,3548,3860
370630020271,1473,1201
370630020272,4164,5872
370630020273,1635,2225
370630020281,2246,2699
370630020282,1183,1774
370630020283,2572,3546
370630021001,2270,2204
370630021002,2193,5336
370630021003,1899,1609
370630022001,1946,2153
370630023001,1154,1062
370630023002,177,284
370639801001,4,0
