id,y_2015,y_2017
37063000101,329,342
37063000102,386,356
37063000200,241,234
37063000301,219,193
37063000302,185,161
37063000401,131,118
37063000402,81,77
37063000500,276,272
37063000600,356,321
37063000700,236,211
37063000900,247,244
37063001001,467,461
37063001002,645,655
37063001100,516,504
37063001301,161,156
37063001303,243,251
37063001304,307,314
37063001400,299,298
37063001501,8,0
37063001502,377,386
37063001503,0,
37063001601,525,574
37063001603,534,572
37063001604,509,530
37063001705,436,444
37063001706,259,248
37063001707,467,507
37063001708,501,538
37063001709,728,789
37063001710,374,371
37063001711,399,374
37063001801,766,815
37063001802,735,739
37063001806,504,526
37063001807,851,877
37063001808,499,612
37063001809,384,394
37063001900,272,343
37063002007,407,404
37063002008,148,133
37063002009,727,690
37063002013,349,350
37063002015,307,320
37063002016,249,255
37063002017,376,383
37063002018,316,335
37063002019,104,108
37063002020,296,313
37063002021,237,219
37063002022,255,247
37063002023,152,131
37063002024,345,348
37063002025,483,480
37063002026,516,557
37063002027,512,520
37063002028,337,392
37063002100,501,528
37063002200,96,84
37063002300,141,143
37063980100,4,0
