id,y_2015,y_2017
37063000101,6,7
37063000102,0,8
37063000200,0,0
37063000301,0,3
37063000302,3,4
37063000401,3,3
37063000402,3,3
37063000500,0,0
37063000600,6,7
37063000700,5,0
37063000900,,
37063001001,,0
37063001002,3,6
37063001100,,0
37063001301,,
37063001303,,
37063001304,,
37063001400,,
37063001501,0,0
37063001502,9,20
37063001503,,
37063001601,3,5
37063001603,15,19
37063001604,9,8
37063001705,6,5
37063001706,13,13
37063001707,15,17
37063001708,7,7
37063001709,0,5
37063001710,16,14
37063001711,4,3
37063001801,3,3
37063001802,6,5
37063001806,0,0
37063001807,9,9
37063001808,12,21
37063001809,5,7
37063001900,5,8
37063002007,10,8
37063002008,6,4
37063002009,,
37063002013,8,9
37063002015,15,14
37063002016,9,7
37063002017,27,26
37063002018,21,25
37063002019,4,3
37063002020,35,36
37063002021,17,13
37063002022,19,16
37063002023,8,6
37063002024,31,36
37063002025,30,32
37063002026,9,10
37063002027,19,25
37063002028,27,32
37063002100,4,5
37063002200,0,0
37063002300,,0
37063980100,,0
