id,y_2015,y_2017
37063000101,16,16
37063000102,22,41
37063000200,16,19
37063000301,41,51
37063000302,64,57
37063000401,50,42
37063000402,114,216
37063000500,193,180
37063000600,104,94
37063000700,56,70
37063000900,,
37063001001,,20
37063001002,15,19
37063001100,,22
37063001301,,
37063001303,,
37063001304,,
37063001400,,
37063001501,31,38
37063001502,695,1094
37063001503,,
37063001601,52,50
37063001603,131,145
37063001604,78,97
37063001705,115,121
37063001706,266,243
37063001707,124,144
37063001708,35,47
37063001709,20,22
37063001710,71,81
37063001711,33,32
37063001801,19,17
37063001802,31,30
37063001806,23,24
37063001807,67,71
37063001808,159,218
37063001809,80,76
37063001900,47,66
37063002007,71,68
37063002008,57,55
37063002009,,
37063002013,85,88
37063002015,174,232
37063002016,222,205
37063002017,323,343
37063002018,235,276
37063002019,70,66
37063002020,278,354
37063002021,166,172
37063002022,149,133
37063002023,57,47
37063002024,240,270
37063002025,194,198
37063002026,78,87
37063002027,277,278
37063002028,296,413
37063002100,28,31
37063002200,35,36
37063002300,,14
37063980100,,0
