id,y_1990,y_2000,y_2010
37063000101,66378041.12,78295178.85,84799200
37063000102,86368038,89027028,114094200
37063000200,64114784.32,75004955.03,101072400
37063000301,22128544,26349540,57474200
37063000302,99977680,124944423,154803700
37063000401,110528773.2,139865123.6,194069500
37063000402,25940470.78,25917029.13,37140600
37063000500,14480237.16,24206397.64,35880000
37063000600,156661265.8,182139742.2,222146600
37063000700,123009540,153892400,201718600
37063000900,12647976,12632340,7132800
37063001001,38564852.15,38481597.84,29913000
37063001002,59128116,60089552,40107000
37063001100,8427104,14891321,9196200
37063001301,19188271.4,17989055.44,12739500
37063001303,45081792,42591015,23973000
37063001304,37700267,35117862,39055600
37063001400,26652538.35,23509027.72,26002900
37063001501,111535,0,0
37063001502,9659769.484,6815025.633,9651200
37063001503,0,0,0
37063001601,200482343.9,307880866,305019600
37063001603,238350894.9,336123642,399817000
37063001604,349306412.4,402134796,504590100
37063001705,176919882.7,180554283.2,165711600
37063001706,92514936,132955470,155273800
37063001707,226306262.1,379003654,469055500
37063001708,78386511.44,78283980,123792500
37063001709,42300180,64961898,84995700
37063001710,81992425.57,100739497.4,129834100
37063001711,51165599.22,51580418,48384700
37063001801,150579828,208511122.3,245124000
37063001802,117182904,154141148,164220000
37063001806,84750804,137478915.4,286136100
37063001807,172111015.7,279190675.3,391728800
37063001808,79784801.26,141819949.3,280578600
37063001809,85361415.82,151623834.6,235044300
37063001900,79782762.79,89069156,166008700
37063002007,231870458.9,300349336.5,372680000
37063002008,299179986,386972010,444265400
37063002009,122666590.7,143833533.1,146966400
37063002013,158785760,222954610,228852600
37063002015,59575282.23,83607107.19,84726000
37063002016,24080614.72,40476864.06,49757400
37063002017,249019007.8,395249960.4,579266800
37063002018,224908340,323532508.7,701568000
37063002019,76156200.31,209172055.1,265731000
37063002020,40801618.92,112066496.2,594080000
37063002021,42373915.39,116385003.1,191252600
37063002022,76925660.83,211285479.2,175467600
37063002023,114224816.2,173226019,143139200
37063002024,190930318.6,289552640.6,437090000
37063002025,93531152.44,155685211.1,303955200
37063002026,68653775.01,114268635.2,147517500
37063002027,71305661.22,80959416.39,219282800
37063002028,26276742.96,29834231.26,140988100
37063002100,208389228.6,433060782,481518000
37063002200,8186487,15554616,27468000
37063002300,10376836.83,10277244.89,3030000
37063980100,7033093.125,7985271.772,2808500
