id,y_2015,y_2017
37063000101,28,32
37063000102,64,68
37063000200,32,36
37063000301,36,36
37063000302,31,24
37063000401,8,11
37063000402,10,12
37063000500,28,29
37063000600,77,66
37063000700,8,6
37063000900,38,44
37063001001,82,84
37063001002,161,173
37063001100,55,57
37063001301,6,9
37063001303,5,6
37063001304,25,22
37063001400,13,17
37063001501,,0
37063001502,79,82
37063001503,,
37063001601,12,22
37063001603,18,32
37063001604,7,10
37063001705,34,35
37063001706,17,18
37063001707,7,8
37063001708,30,34
37063001709,37,55
37063001710,41,40
37063001711,46,51
37063001801,78,93
37063001802,108,119
37063001806,24,32
37063001807,77,113
37063001808,34,36
37063001809,28,28
37063001900,9,9
37063002007,6,8
37063002008,0,0
37063002009,33,47
37063002013,16,16
37063002015,45,64
37063002016,65,68
37063002017,10,13
37063002018,10,11
37063002019,0,3
37063002020,5,6
37063002021,11,10
37063002022,9,9
37063002023,6,4
37063002024,3,4
37063002025,29,31
37063002026,31,45
37063002027,28,31
37063002028,19,17
37063002100,9,11
37063002200,9,13
37063002300,3,6
37063980100,,
